,RNAP_total,Sigma_total,DNA_total,Nucleotide,mRNA_total,RNAase_total,Ribosome_total,tRNA_total,tRNA_synthetase_total,Unfolded_protein,Folded_protein,Peptide_chain,Amino_acid,Protease_total,Holoenzyme,Open_promoter_complex,mRNA_RNAase_complex,Et_AA_complex,tRNA_AA_complex,Translation_initiation_complex,Cells,Time
0,722.6552710265598,135.0,100.0,942.0,0.0,90.0,15.306072543105815,113.68302102889206,218.9468093901117,0.0,0.0,0.0,85610.0,118.08350592388362,0.0,0.0,0.0,0.0,0.0,0.0,6666666.666666669,0.0
1,725.2163396364635,135.00000000000017,100.00000000000003,931.3825422778903,10.588471436737116,90.00000000000001,15.46462467037646,114.73703454051108,220.19640792874807,0.682451827449883,0.00963513177041613,7.547144934226368e-15,84003.21286806549,118.91281229274807,90.26374584870337,4.6875623812555745,5.9622377318676,209.90724562667822,114.73540815516319,0.09011000362446561,6771428.858819061,1.0013908205841446
2,727.785375665035,135.0000000000002,100.00000000000001,919.3151186819263,22.541272094163766,90.00000000000001,15.624749850600374,115.8003600572061,221.4525954999906,3.467330920396819,0.10728409935709371,9.080727576457405e-14,82737.10885075461,119.74758196751975,90.24820176390682,4.864310304403529,12.280999336048781,210.94459065527855,115.79743443386981,0.20423355513208308,6877814.536368749,2.0027816411682893
3,730.3623822515846,135.00000000000017,100.0,909.4859632047632,32.17547933370842,90.00000000000006,15.786461857165293,116.87306818804024,222.71539505932046,8.134888105126478,0.39663988697086183,3.6271981542616973e-13,81488.9056864857,120.58784261888948,90.31693721086384,4.921714281841571,17.034257981736097,211.9851047275132,116.86900769431935,0.3029415892469211,6985848.136998769,3.004172461752434
4,732.9473620665916,135.00000000000023,99.99999999999999,901.4173689975933,39.980147236240185,90.00000000000007,15.949774534599161,117.95522977462856,223.9848293717439,14.30910562812829,0.9617462829070275,9.502119226984777e-13,80258.58303992993,121.43362185807567,90.39259133331169,4.968402816470908,20.66244554591972,213.02872799312124,117.95018680850666,0.38744599073902364,7095554.443415014,4.0055632823365785
5,735.5403173015244,135.00000000000023,99.99999999999997,894.7042990608212,46.37037793931778,90.00000000000007,16.114701797474467,119.0469158830344,225.26092100422935,21.668643234310956,1.8674964326777048,1.9935395624130505e-12,79046.09004726647,122.2849472309112,90.4722656637613,5.008585207988509,23.48625687885168,214.07531215021666,119.04102074602056,0.45985761386368984,7206958.587489061,5.006954102920723
6,738.1412496584954,135.00000000000028,99.99999999999999,889.0520903061501,51.64949045069038,90.00000000000006,16.281257629258693,120.14819779536516,226.54369231798745,29.94599414257733,3.1627717734677527,3.6481250557592185e-12,77851.34284111326,123.1418462117829,90.55507148460096,5.043617183164712,25.720669209549875,215.12471132734106,120.14156069486611,0.5220698394206497,7320086.054427041,6.008344923504868
7,740.7501603397386,135.00000000000028,99.99999999999997,884.2423310468566,56.04327724576801,90.00000000000007,16.449456081108398,121.2591470010548,227.83316546058353,38.92022394300799,4.883251825156522,6.086759519396447e-12,76674.22891922806,124.00434619741627,90.64036279054739,5.074487742639952,27.5134513587043,216.1767884734123,121.25186084358398,0.5757037287195736,7434962.68696315,7.009735744089013
8,743.3670500369129,135.00000000000028,99.99999999999999,880.1097408673462,59.7232875750976,90.00000000000007,16.61931127060625,122.37983518782963,229.12936235788564,48.409785848264136,7.053807889722882,9.502079432465528e-12,75514.6118606549,124.8724745005059,90.72763930898354,5.101962408034695,28.968868903300635,217.2314161779391,122.37197825237119,0.6221238054882995,7551614.689577593,8.011126564673157
9,745.991918920231,135.00000000000028,99.99999999999999,876.526977639286,62.8221795967632,90.00000000000006,16.790837380439147,123.51033423234917,230.43230470584356,58.26610659846011,9.690512477156563,1.4109313397054158e-11,74372.3356584453,125.7462583431877,90.8165071578611,5.126643407992877,30.16225880997031,218.28847589189155,123.50197252743206,0.662470324666901,7670068.632737826,9.012517385257302
