,Scaled_deg_tag_protein,Scaled_no_deg_tag_protein,Time_model
0,0.0,0.0,0.0
1,4.591781520320459e-06,5.283472608907785e-06,1.0013908205841446
2,4.928707373409669e-05,5.882977148947337e-05,2.0027816411682893
3,0.00017791957537112871,0.00021749946221236995,3.004172461752434
4,0.0004226813761454587,0.0005273783756710054,4.0055632823365785
5,0.0008052285890449494,0.0010240509921806203,5.006954102920723
6,0.001338787037994267,0.0017343216918580726,6.008344923504868
7,0.002029972282562866,0.0026777555175562626,7.009735744089013
8,0.002880302350747283,0.0038679907718832253,8.011126564673157
9,0.003887435092039703,0.005313840895932509,9.012517385257302
10,0.005046169320475596,0.007020212865651817,10.013908205841446
11,0.00634924804012408,0.00898887009727113,11.015299026425591
12,0.007787997986327253,0.011219065208658957,12.016689847009737
13,0.009352834877871136,0.013708064401614296,13.01808066759388
14,0.011033659202990464,0.016451581808921485,14.019471488178025
15,0.012820163445975844,0.019444139307213833,15.020862308762169
16,0.014702067266918114,0.022679363375564934,16.022253129346314
17,0.016669294990781135,0.026150231477251616,17.02364394993046
18,0.01871210747694127,0.029849274025778968,18.025034770514605
19,0.02082119581507132,0.033768740459683,19.026425591098747
20,0.022987746689246597,0.03790073556124342,20.027816411682892
21,0.025203484337681655,0.04223732985498088,21.029207232267037
22,0.027460693413805134,0.046770648871396994,22.030598052851182
23,0.02975222880417574,0.05149294546284873,23.031988873435328
24,0.0320715151045707,0.056396655963567646,24.033379694019473
25,0.034412535685718025,0.061474444904976146,25.034770514603615
26,0.03676981744373764,0.0667192387353713,26.03616133518776
27,0.03913841045049541,0.0721242510108121,27.037552155771905
28,0.04151386423206097,0.07768300039336241,28.03894297635605
29,0.04389220245629836,0.08338932301599535,29.040333796940196
30,0.046269895952380034,0.08923737900627648,30.041724617524338
31,0.04864383568817928,0.09522165569241012,31.043115438108483
32,0.051011305307200286,0.10133696754807014,32.04450625869263
33,0.053369954142183325,0.10757845304732688,33.04589707927677
34,0.055717770089486605,0.11394156935952326,34.04728789986092
35,0.05805305406949242,0.1204220856548871,35.04867872044506
36,0.06037439659577124,0.12701607512901233,36.05006954102921
37,0.06268065317541123,0.13371990577843695,37.05146036161335
38,0.06497092293043388,0.1405302304439673,38.05285118219749
39,0.06724452587018398,0.14744397648317045,39.05424200278164
40,0.06950098141067008,0.1544583351057113,40.055632823365784
41,0.07173999793308396,0.16157075049322175,41.05702364394993
42,0.07396144615056204,0.1687789100221675,42.058414464534074
43,0.07616534622658709,0.1760807315799115,43.059805285118216
44,0.07835185343344483,0.18347434912499416,44.061196105702365
45,0.08052124317519485,0.19095811017763747,45.06258692628651
46,0.08267389825049956,0.19853056674705394,46.063977746870655
47,0.084810295567297,0.2061904544697755,47.0653685674548
48,0.08693099697916538,0.21393668991170744,48.066759388038946
49,0.08903663874098282,0.22176836137171563,49.06815020862309
50,0.09112792127082175,0.2296847188968974,50.06954102920723
51,0.09320559995521557,0.2376851655184454,51.07093184979138
52,0.09527047831617529,0.2457692496316638,52.07232267037552
53,0.09732340455053186,0.25393665733703097,53.07371349095967
54,0.09936525921518136,0.2621872036048981,54.07510431154381
55,0.1013969510684491,0.2705208262069823,55.07649513212795
56,0.10341941287262986,0.27893757929926305,56.0778859527121
57,0.10543359636855079,0.287437626682466,57.07927677329624
58,0.10744046766181152,0.2960212360998905,58.08066759388039
59,0.10944100341491401,0.30468877453759635,59.082058414464534
60,0.11143618763512339,0.3134406991116804,60.083449235048676
61,0.11342700847128188,0.32227755496649974,61.084840055632824
62,0.11541445548725694,0.3311999696751971,62.086230876216966
63,0.11739951721180446,0.34020864981363735,63.087621696801115
64,0.11938317934200965,0.3493043762061785,64.08901251738526
65,0.12136642290550716,0.3584879997356361,65.0904033379694
66,0.12335022255241021,0.36776043717967516,66.09179415855354
67,0.12533554534024652,0.37712266452820586,67.09318497913769
68,0.12732334946514395,0.386575724975779,68.09457579972184
69,0.12931458354336117,0.3961207166020602,69.09596662030599
70,0.1313101857762749,0.4057587882450596,70.09735744089012
71,0.1333110834097104,0.4154911390935302,71.09874826147427
72,0.13531819222673044,0.42531901731222554,72.10013908205842
73,0.1373324163729014,0.4352437174597915,73.10152990264255
74,0.13935464803631184,0.44526657795473834,74.1029207232267
75,0.14138576731270414,0.45538897873859324,75.10431154381085
76,0.14342664224237392,0.4656123390540323,76.10570236439499
77,0.1454781289362638,0.47593811675283515,77.10709318497914
78,0.1475410716597891,0.48636780559827736,78.10848400556328
79,0.14961630305959994,0.496902933896772,79.10987482614743
80,0.151704644531766,0.507545063302952,80.11126564673157
81,0.15380690641908681,0.5182957875166064,81.11265646731572
82,0.15592388854083353,0.5291567303122714,82.11404728789987
83,0.1580563805459432,0.5401295446166297,83.115438108484
84,0.16020516228751988,0.5512159124259188,84.11682892906815
85,0.1623710043203807,0.5624175427852146,85.1182197496523
86,0.16455466855824485,0.5737361703704474,86.11961057023643
87,0.16675690844181637,0.5851735561643838,87.12100139082058
88,0.16897846984153125,0.5967314851718484,88.12239221140473
89,0.1712200912741225,0.6084117657651881,89.12378303198888
90,0.1734825046852101,0.6202162301055166,90.12517385257301
91,0.17576643583333015,0.6321467322840124,91.12656467315716
92,0.1780726054764722,0.6442051479159189,92.12795549374131
93,0.18040172932756662,0.6563933743932866,93.12934631432545
94,0.18275451878860358,0.6687133292921603,94.1307371349096
95,0.18513168194224186,0.6811669498717111,95.13212795549374
96,0.18753392283125317,0.693756194058334,96.13351877607789
97,0.1899619422325517,0.7064830379366982,97.13490959666203
