,RNAP_total,Sigma_total,DNA_total,Nucleotide,mRNA_total,RNAase_total,Ribosome_total,tRNA_total,tRNA_synthetase_total,Unfolded_protein,Folded_protein,Peptide_chain,Amino_acid,Protease_total,Holoenzyme,Open_promoter_complex,mRNA_RNAase_complex,Et_AA_complex,tRNA_AA_complex,Translation_initiation_complex,Protease_protein_complex,Time
17,767.2779601141373,134.99999999999983,99.99999999999994,859.0203364086099,75.75254309687875,89.99999999999991,18.22492164484402,132.91619701769554,241.1012005441643,136.81424464183488,30.676811506374158,12.68116689646495,65839.02487728279,125.0556703402591,91.55694640243301,5.265887225900017,34.8267686864962,226.82165286919113,130.45475295464843,0.8633294618858259,6.316050431634551,17.02364394993046
18,769.9745576785183,134.9999999999998,99.99999999999996,857.6072581162543,76.5395136337504,89.99999999999991,18.412134266170003,134.13825433160903,242.46578603494322,146.32847889498692,34.44869515293388,15.14431893113393,64844.11914600766,125.95544235429132,91.65112279398616,5.279151734557083,35.09460422138025,227.89619536046519,131.66550793322102,0.8777229072112507,7.070697825952295,18.025034770514605
19,772.6791049263369,134.99999999999983,99.99999999999996,856.2862654661022,77.22723524276992,89.99999999999991,18.6011628792485,135.370849353037,243.8373193543255,155.6730603249012,38.34500218180679,17.874018979992506,63864.50558278299,126.8611757154806,91.74538243638978,5.2919134958602045,35.3270611127028,228.97222324496678,132.8867384142592,0.8909010448344646,7.848620993069247,19.026425591098747
20,775.3915955247439,134.99999999999983,99.99999999999996,855.043458432425,77.83051489005487,89.99999999999991,18.79202227748076,136.61405531983866,245.21581907716765,164.84134411653866,42.349530487128966,20.874782819663135,62899.96333199687,127.77289801898141,91.83967554465703,5.304246695827661,35.529713725330936,230.04964910380508,134.11851473852965,0.9030381065732083,8.646711685401339,20.027816411682892
21,778.1120224697523,134.99999999999983,99.99999999999997,853.8671164106115,78.36184968753784,89.99999999999991,18.98472729801219,137.86794551614952,246.60130343323547,173.8300729495139,46.44704228037949,24.149871923876905,61950.271962637504,128.6906366950199,91.93395971298828,5.316214244584797,35.70718985025668,231.1283851530939,135.360907561015,0.9142827135034524,9.462095082529762,21.029207232267037
22,780.8403780790007,134.99999999999986,99.99999999999997,852.7473354043767,78.83180879148881,89.99999999999991,19.17929281992356,139.1325932608527,247.99379029964345,182.63875073317462,50.62331112479974,27.701405828414938,61015.21187715518,129.61441900207666,92.02819874061849,5.32786958022641,35.863347512114345,232.20834303249669,136.61398779701437,0.9247617792987374,10.29213612934228,22.030598052851182
23,783.5766539763089,134.99999999999986,99.99999999999997,851.6757242347705,79.24935382924276,89.99999999999991,19.37573376178043,140.40807189196315,249.3932971890288,191.26910354959583,54.86514224498849,31.530477386430665,60094.564658888405,130.54427201718318,92.12236163451769,5.33925819803713,36.00141682544812,233.28943360684394,137.87782656960016,0.9345838851753706,11.134439463887654,23.031988873435328
24,786.3208410787306,134.99999999999986,99.99999999999997,850.6451663035658,79.62209066292161,89.99999999999991,19.57406507928866,141.69445475180427,250.79984123889193,199.72464682683133,59.160371765710785,35.63726119293297,59188.113350605265,131.48022262691845,92.21642182299087,5.350418857782586,36.12410920656436,234.37156681322116,139.1524951656142,0.9438419462017684,11.98684457732091,24.033379694019473
25,789.0729295815188,134.9999999999999,99.99999999999997,849.649613573192,79.95648743114556,89.99999999999991,19.774301762728307,142.99181517084858,252.21343919976172,208.01030558594272,63.497851937792085,40.021120745957276,58295.64269635907,132.4222975175527,92.31035646827671,5.361384636682217,36.23370829937695,235.45465151321162,140.43806499323904,0.9526155884974716,12.847417668131385,25.034770514603615
26,791.8329089447406,134.99999999999986,99.99999999999996,848.6839190934737,80.25805206931426,89.99999999999991,19.976458834432712,144.30022645195797,253.63410742409846,216.1321028278348,67.86742394252366,44.680709341204796,57416.939338358454,133.37052316560673,92.40414590003016,5.372183796377349,36.33214226701176,236.53859536582954,141.7346075444338,0.960973109258056,13.71444092745798,26.03616133518776
27,794.6007678785658,134.99999999999986,99.99999999999996,847.7436992888488,80.53147849136309,89.99999999999991,20.180551346096696,145.619761853625,255.06186185440706,224.09690206903156,72.25988218440212,49.61406405962303,56551.79197742472,134.32492582781128,92.49777314964564,5.382840495850763,36.42104210888798,237.6233047205301,143.04219436004135,0.9689731058381276,14.586400211170726,27.037552155771905
28,797.3764943285386,134.9999999999999,99.99999999999997,846.8252159419432,80.78077198757182,89.99999999999991,20.38659437600594,146.95049457281652,256.4967180112298,231.91218737055053,76.66693324404613,54.8186940480159,55699.99150802134,135.2855315309084,92.59122354578177,5.393375409471227,36.5017905634523,238.70868451541992,144.36089699667232,0.9766658947178145,15.461971831825007,28.03894297635605
29,800.1600754608527,134.9999999999999,99.99999999999999,845.9252783465879,81.00935330750913,89.99999999999991,20.594603026187645,148.29249772742324,257.9386909810278,239.5858826458851,81.08115047308394,60.291661780155486,54861.331126706296,136.25236606129977,92.68448437548595,5.403806243129309,36.57556140286644,239.7946381849735,145.69078699518016,0.9840947204449166,16.34000884017148,29.040333796940196
30,802.9514976472647,134.9999999999999,99.99999999999996,845.0411611343104,81.22014615702449,89.99999999999991,20.804592419453815,149.6458443381339,259.38779540376134,247.12620211199498,85.49592605670912,66.02965765807483,54035.60641928096,137.22545495441477,92.77754460269277,5.41414816657994,36.64335367831346,240.88106758957872,147.03193585225674,0.9912967250988867,17.219527213339322,30.041724617524338
31,805.7507466565494,134.9999999999999,99.99999999999997,844.1705354146868,81.4156505851777,89.99999999999991,21.01657771205539,151.01060741087872,260.84404556791765,254.54153174201758,89.90542054911954,72.02906596410585,53222.61536333441,138.2048235563134,92.87039462861374,5.4244141851789225,36.706016697096295,241.96787300113425,148.38441508964343,0.9983038652979419,18.099692129750274,31.043115438108483
32,808.5578068221987,134.99999999999991,99.99999999999996,843.311411620029,81.5980039055647,89.99999999999991,21.230574028575457,152.3868595189221,262.30745497250854,261.8403145381846,94.30452025604188,78.28603209182529,52422.158649818775,139.19049672657388,92.96302606973059,5.434615437273439,36.76427431139434,243.05495275243393,149.7482958349508,1.005143589872597,18.97980581762465,32.04450625869263
33,811.3726621966072,134.9999999999999,99.99999999999996,842.4620844582299,81.76903946723718,89.99999999999991,21.446596547202542,153.7746733532012,263.778036922448,269.0309852178502,98.68877474828932,84.79651123427014,51634.03931292796,140.1824992361062,93.05543159754568,5.444761498169313,36.81874509704228,244.14220357506474,151.12364935319115,1.0118395518758494,19.85929293121347,33.04589707927677
34,814.1952958914693,134.9999999999999,99.99999999999994,841.6210975165218,81.93032442428238,89.99999999999991,21.664660447899948,155.17412138976698,265.2558041809655,276.12189349223087,103.05436496511165,91.55632004274564,50858.063039641296,141.1808555310681,93.14760479452075,5.45486056638771,36.86995616352122,245.22952035456495,152.51054671852503,1.0184120566068866,20.737691245532805,34.04728789986092
35,817.0256900371122,134.99999999999991,99.99999999999994,840.7872025121336,82.08320327123397,89.99999999999991,21.884780906811038,156.5852758555891,266.74076894269683,283.121251481928,107.39804552794648,98.56118377425985,50094.03812412857,142.18558971178697,93.23954000516848,5.464919685790925,36.918358442559814,246.31679600656855,153.90905876675652,1.0248785960478133,21.614638675548072,35.04867872044506
36,819.8638259084132,134.9999999999999,99.99999999999997,839.9593311422715,82.22882792630497,89.99999999999991,22.10697310357725,158.0082087772313,268.2329428941622,290.03709394132795,111.71710487165302,105.80677319332955,49341.77546682866,143.19672557077172,93.33123224077175,5.474944898917442,36.96433733931237,247.4039215217392,155.3192561372139,1.0312542090860535,22.489863768506055,36.05006954102921
37,822.7096838784216,134.9999999999999,99.99999999999997,839.1365684826286,82.36818617054709,89.99999999999991,22.331252215379262,159.44299194433276,269.73233718419203,296.87724456751783,116.00932152585442,113.28874045763736,48601.088585938545,144.21428656993044,93.42267708206555,5.484941391846928,37.0082224259723,248.49078586215686,156.74120926958472,1.0375518421695284,23.36317597198109,37.05146036161335
38,825.5632433919369,134.99999999999991,99.99999999999997,838.318131017806,82.50212514426127,89.99999999999991,22.557633412378152,160.88969688226516,271.238962404575,303.64929188811243,120.27292371997677,121.0027494879789,47871.79361412538,145.23829582455514,93.51387059928294,5.4949136143996595,37.05029605682948,249.5772759675616,158.1749882856131,1.0437826119153295,24.23445668942275,38.05285118219749
39,828.4244829547894,134.9999999999999,99.99999999999996,837.5033476654312,82.63137164771383,89.99999999999991,22.786131854286168,162.34839483217388,272.75282857883025,310.36057124842637,124.5065504935271,128.9445030549077,47153.709291427775,146.26877609271784,93.60480928275754,5.504865385022367,37.09079984348645,250.6632766536638,159.62066305687839,1.0499560907004626,25.103651418937293,39.05424200278164
40,831.2933801152749,134.9999999999999,99.99999999999996,836.6916436829525,82.75654936266515,89.99999999999991,23.016762686224,163.81915672660148,274.273945146727,317.0181524893112,128.70921563088461,137.10976615440865,46446.65695414239,147.3057497616906,93.69548998418247,5.514799979204499,37.129940820025126,251.7486705969182,161.07830313611848,1.056080501682332,25.97076222006084,40.055632823365784
41,834.1699114457008,134.99999999999991,99.99999999999996,835.8825270545599,82.87819342391299,89.99999999999991,23.249541034480615,165.3020531646474,275.80232094872224,323.628832358594,132.88027385039925,145.4943860169976,45750.460519789325,148.34923883421163,93.78590986637005,5.524720204836453,37.167896365059356,252.83333827628002,162.54797772916027,1.0621629093862497,26.83584110709597,41.05702364394993
42,837.0540525255686,134.99999999999991,99.99999999999996,835.0755764827771,82.99676327607486,89.99999999999991,23.484482002298936,166.79715438745194,277.3379642111315,330.199130263556,137.01938841550879,154.0943098247311,45064.94646889234,149.39926491515106,93.87606635894186,5.534628468736511,37.204818573538255,253.91715794150647,164.0297556502531,1.068209381929283,27.698983836953865,42.058414464534074
43,839.9457779227166,134.99999999999986,99.99999999999997,834.2704314431429,83.11265332381072,89.99999999999991,23.721600665389676,168.30453025211077,278.88088253007936,336.7352873985353,141.12650164580677,162.90559934639913,44389.9438244579,150.45584919724635,93.96595712126316,5.5445268321359285,37.24083785338429,255.0000055700803,165.52370529230322,1.0742251267511853,28.560324508373075,43.059805285118216
44,842.8450611760134,134.9999999999999,99.99999999999999,833.4667834416332,83.22620229587542,89.99999999999991,23.960912067461695,169.82425020586055,280.4310828561385,343.2432685101715,145.2018066232118,171.92444362657218,43725.28412814189,151.51901244720614,94.05558000973933,5.554417059568776,37.27606606210587,256.0817547869885,167.02989496587873,1.0802145889850194,29.42003057971668,44.061196105702365
45,845.7518747756633,134.99999999999991,99.99999999999999,832.6643687644099,83.33770101235609,89.99999999999991,24.202431215444637,171.35638325847913,281.9885714775542,349.72876536297053,149.24572219858192,181.14716923799483,43070.80141688959,152.58877499074322,94.14493305098829,5.564300658970714,37.31059920264515,257.1622769032601,168.54839189685208,1.086181610546434,30.27829812576809,45.06258692628651
46,848.6661901454371,134.9999999999999,99.99999999999999,831.8629620406721,83.44739928174936,89.99999999999991,24.446173074755432,172.90099795513873,283.55335400435456,356.19720215436485,153.25886823695728,190.57024901570102,42426.332195138144,153.66515669811017,94.23401441674355,5.574178918684756,37.344519637432995,258.2414407796644,170.07926317422917,1.092129461321514,31.135348200562834,46.063977746870655
47,851.5879776232689,134.99999999999991,99.99999999999999,831.0623708802909,83.55551164746176,89.99999999999991,24.6921525643138,174.45816234784405,285.12543535144584,362.6537420680702,157.24204396171703,200.19030892348974,41791.71540739059,154.74817696883247,94.32282240451482,5.584052936869843,37.3778980563072,259.3191128610431,171.62257554423408,1.098060922825281,31.991422966730095,47.0653685674548
48,854.517206440008,134.9999999999999,99.99999999999999,830.2624313588805,83.66222222714916,89.99999999999991,24.940384551281113,176.02794396530203,286.70481972056393,369.1032942863076,161.19620821537137,210.0041333924628,41166.79241131807,155.83785471554472,94.41135541998655,5.593923647040153,37.410795106410994,260.395157052147,173.17839496193525,1.103978379637933,32.846782582245424,48.066759388038946
49,857.4538447025132,134.99999999999991,100.0,829.4630037849926,83.76768925003903,89.99999999999991,25.190883846043135,177.61040978452255,288.29151058441613,375.5505225613199,165.12245957699554,220.00866982052457,40551.40694654387,156.9342083492251,94.49961196066718,5.603791842465477,37.44326288956357,261.46943478141463,174.74678684647014,1.1098838557445836,33.70170220510594,49.06815020862309
50,860.3978593732032,134.99999999999991,99.99999999999999,828.6639693670394,83.87204863045599,89.99999999999991,25.443665196772933,179.20562619994965,289.8855106687707,381.99985386495655,169.02201947577052,230.20103148634496,39945.405104977566,158.03725576290805,94.58759060332993,5.61365819476661,37.475346146850214,262.5418048488495,176.32781605364062,1.1157790697272312,34.55646939914451,50.06954102920723
51,863.3492162468021,134.99999999999991,99.99999999999999,827.865227479622,83.9754168992213,89.99999999999991,25.698743283622544,180.81365899044755,291.48682193286993,388.4554867840565,172.89621743014814,240.5784994228984,39348.63530230702,159.14701431412007,94.67528999353594,5.6235232692883645,37.50708324887894,263.6121234636608,177.92154677894342,1.1216654705482452,35.41138198105871,51.07093184979138
52,866.3078799382324,134.99999999999994,100.0,827.0666926056474,84.07789448290492,89.99999999999991,25.956132713748406,182.43457329174169,293.09544555573757,394.9214021954428,176.74647378864955,251.13852400600965,38760.948242251485,160.26350081128462,94.76270883346527,5.633387543109108,37.5385072418873,264.68024411219153,179.52804249863425,1.127544290925851,36.266745601009845,52.07232267037552
53,869.2738138576273,134.99999999999994,99.99999999999999,826.2682924909184,84.17956768345334,89.99999999999991,26.215848015102477,184.06843356127044,294.71138191536335,401.40137181313537,180.57428822173216,261.87872499097915,38182.19688759994,161.3867314950852,94.84984587531747,5.64325141471204,37.56964660440846,265.74601765934256,181.147366236942,1.1334165484620737,37.12287199430943,53.07371349095967
54,872.2469801852576,134.99999999999994,99.99999999999996,825.469966591764,84.28051034384191,89.99999999999991,26.477903630067516,185.7153035422775,296.33463056765635,407.8989665316476,184.38122898166745,272.796890923675,37612.23643278875,162.51672201953573,94.93669991438136,5.653115213968475,37.60052561110117,266.80929206232133,182.77957980141065,1.1392831171948679,37.980077892170236,54.07510431154381
55,875.2273398684526,134.99999999999991,99.99999999999993,824.6716642778465,84.38078577633664,89.99999999999991,26.74231391089962,187.37524623946678,297.965190237259,414.4175661322284,188.16892123615762,283.89097869899217,37050.92427323596,163.65348744119265,95.0232697827907,5.662979211617599,37.63116520206297,267.8699126657236,184.42474465029807,1.1451446887184549,38.83868309338387,55.07649513212795
56,878.2148526616702,134.99999999999991,99.99999999999994,823.8733433767674,84.4804483252538,89.99999999999991,27.00909311896102,189.0483239185656,299.60305883200596,420.96036674174496,191.93903663515874,295.1591137294874,36498.119992742795,164.79704222482954,95.10955434545794,5.6728436277932115,37.661583321753625,268.9277218050733,186.08292129807649,1.1510018501133907,39.69900931249276,56.0778859527121
57,881.2094769038764,134.99999999999991,99.99999999999994,823.0749688737315,84.57954475976398,89.99999999999991,27.278255400340466,190.73459795803683,301.24823331317936,427.5303945273652,195.69328377524926,306.59958325541646,35953.685271707276,165.94740014829236,95.19555249053667,5.682708639771372,37.69179545047851,269.9825589781205,187.75416937665972,1.1568550727456524,40.56137897956954,57.07927677329624
58,884.2111695163705,134.99999999999991,99.99999999999993,822.2765119769626,84.6781152775369,89.99999999999991,27.54981478063265,192.4341288215518,302.90070968571285,434.13051340319805,199.43340073788661,318.2108345014811,35417.4838624351,167.10457429060708,95.28126312422641,5.692574386959461,37.72181492151507,271.0342606055789,189.43854759203458,1.162704735107181,41.42611429408479,58.08066759388039
59,887.2198860838275,134.99999999999991,99.99999999999994,821.4779493792347,84.77619429944926,89.99999999999991,27.823785167237876,194.14697607762395,304.560483034321,440.7634304691207,203.161148687646,329.99147457744624,34889.381590642995,168.26857705225504,95.36668516635844,5.702440975302872,37.751653180760584,272.08265987769965,191.13611356433555,1.1685511331068053,42.29353635940983,59.082058414464534
60,890.2355812580524,134.99999999999994,99.99999999999994,820.6792628407378,84.87381092487462,89.99999999999991,28.10018038155012,195.8731986056888,306.2275477387479,447.4316940529281,206.8783062762068,341.9402778246215,34369.24645455261,169.43942030156734,95.451817572814,5.7123084801225446,37.78131994514055,273.1275874568248,192.84692435921536,1.1743944853527195,43.163964776850506,60.083449235048676
61,893.2582080540662,134.99999999999997,99.99999999999993,819.8804378580995,84.97099035002405,89.99999999999991,28.37901409001086,197.6128541702493,307.90189707755945,454.1377186482529,210.5866605926167,354.0561661567562,33856.9483818124,170.6171150920575,95.53665930879744,5.72217695396741,37.81082365815827,274.1688709759891,194.5710360225937,1.180234954206671,44.03771662748272,61.084840055632824
62,896.2877180039925,134.99999999999994,99.99999999999994,819.081463355646,85.06775420287218,89.99999999999991,28.660299812475408,199.36599947926018,309.5835233037399,460.8837871476164,214.28800403063406,366.33821020051107,33352.35925801988,171.80167170987943,95.62120932636928,5.732046427413317,37.840171597439344,275.206333831767,196.30850295068552,1.1860726502810293,44.91510550572313,62.086230876216966
63,899.3240612445267,134.99999999999991,99.99999999999993,818.2823313602771,85.16412089489775,89.99999999999991,28.944050924825255,201.13269020633922,311.2724176843496,467.6720545315602,217.98412979384005,378.78562871576474,32855.35293004752,172.99309969638318,95.70546661740377,5.741916911603948,37.869370001955794,276.23979752500856,198.05937932752977,1.1919076368702342,45.79644202048764,63.087621696801115
64,902.3671865056027,134.99999999999991,99.99999999999993,817.4830365562822,85.26010610009826,89.99999999999991,29.230280652498262,202.91298095637615,312.96857048564556,474.5045547638133,221.6768285070192,391.3977851875792,32365.805183060493,174.19140783236094,95.7894301423642,5.751788400745976,37.89842421353067,277.26907894017717,199.82371702784502,1.1977399371480064,46.68203229215756,64.08901251738526
65,905.417041053498,134.99999999999994,99.99999999999991,816.6835758840626,85.35572318615678,89.99999999999991,29.519002059576373,204.7069252037581,314.67197093264235,481.3832081104256,225.36788317744504,404.1741832553943,31883.593694267507,175.3966041041031,95.87309892294671,5.761660874710533,37.927338836679944,278.29399283122723,201.60156843306052,1.2035695402574353,47.57217888943003,65.0904033379694
66,908.4735706516225,134.99999999999994,99.99999999999991,815.883948230374,85.45098354766864,89.99999999999991,29.810228039279767,206.5145752396927,316.38260717818,488.30982753168274,229.05906776892292,417.11446264775975,31408.598005125856,176.60869567594636,95.95647191790461,5.77153430058046,37.95611782208594,279.31434948342,203.3929827760127,1.20939640661559,48.467178844626055,66.09179415855354
67,911.5367195361529,134.9999999999999,99.99999999999993,815.0841542152028,85.54589683582459,89.99999999999991,30.10397130566667,208.33598212731968,318.1004662800467,495.2861233347,232.75214337595108,430.2183960323594,30940.69949298883,177.8276888683504,96.0395481473711,5.781408633944816,37.98476456899625,280.3299562404068,205.19800946783621,1.2152204691797464,49.367325220807594,67.09318497913769
68,914.6064304337373,134.99999999999994,99.99999999999993,814.2841958856858,85.64047128919178,89.99999999999991,30.40024438923709,210.1711956812586,319.82553420159206,502.31371025062276,236.44885655760385,443.48588439930785,30479.78134392353,179.05358915254075,96.12232660410558,5.791283820511376,38.01328201166757,281.34061702606056,207.0166960445659,1.2210416418662635,50.27290518474692,68.09457579972184
69,917.6826445860092,134.99999999999991,99.99999999999994,813.4840766338599,85.73471382370877,89.99999999999991,30.69905963318625,212.0202644512899,321.55779581629446,509.3941095470746,240.15093713591048,456.9169557576024,30025.72855126459,180.28640114797363,96.20480628700469,5.801159797198632,38.04167265784672,282.3461316003656,208.8490887686476,1.2268598176733099,51.1842011398097,69.09596662030599
70,920.7653014598989,134.99999999999991,99.99999999999994,812.6838009508294,85.82863029270828,89.99999999999991,31.000429158855297,213.88323551581038,323.2972347350169,516.5287581625256,243.86009792678615,470.5117557672424,29578.42781018315,181.52612849336955,96.28698619559427,5.811036492925578,38.0699386723195,283.3462962809518,210.69523241439143,1.2326748738410673,52.10148995067564,70.09735744089012
71,923.8543389719782,134.99999999999994,99.99999999999993,811.8833743281799,85.92222559864531,89.99999999999991,31.304364880747126,215.76015458246675,325.04383342219563,523.7190097715537,247.57803245439968,484.27054866263745,29137.767559046883,182.77277392305047,96.36886532920956,5.820913829271141,38.098081912773246,284.34090355403043,212.55517036048252,1.238486673285299,53.02504302882763,71.09874826147427
72,926.9496929710431,134.99999999999991,99.99999999999994,811.0828030715659,86.01550388443232,89.99999999999991,31.610878448616276,217.65106563850395,326.79757289288574,530.9661450679987,251.30641598663368,498.1937044964365,28703.63781829339,184.02633904418764,96.45044267348516,5.830791721469306,38.12610399125733,285.3297416036868,214.4289441237056,1.2442950669950794,53.95512639455155,72.10013908205842
73,930.0512983604294,134.99999999999994,99.99999999999993,810.282094374962,86.10846847782781,89.99999999999991,31.919981351437702,219.55601160035565,328.5584333380853,538.2713603890227,255.04690065865748,512.281717411745,28275.930485082576,185.28682477714196,96.53171723408889,5.8406700784545835,38.154006257718954,286.3125952764504,216.31659418861685,1.2500998943654853,54.89200008738493,73.10152990264255
74,933.1590882939535,134.99999999999991,99.99999999999994,809.4812560896573,86.20112212527704,89.99999999999991,32.23168483175292,221.47503379243096,330.3263936608411,545.6357823887165,258.8011173877621,526.5351868093484,27854.539089005124,186.55423101831235,96.61268801266823,5.850548804476572,38.18178987475111,287.28924540107766,218.21815933501273,1.2559009858833812,55.835918565350966,74.1029207232267
75,936.2729939771468,134.99999999999994,99.99999999999993,808.6802966159236,86.29346710561808,89.99999999999991,32.54599985815453,223.40817178644548,332.10143135217504,553.0604740744466,262.57067640406876,540.9548100878599,27439.358714025188,187.82855654423605,96.69335400532735,5.860427799184597,38.20945585335976,288.2594684162545,220.13367656900078,1.2616981650566284,56.78713062080353,75.10431154381085
