,RNAP_total,Sigma_total,DNA_total,Nucleotide,mRNA_total,RNAase_total,Ribosome_total,tRNA_total,tRNA_synthetase_total,Unfolded_protein,Folded_protein,Peptide_chain,Amino_acid,Protease_total,Holoenzyme,Open_promoter_complex,mRNA_RNAase_complex,Et_AA_complex,tRNA_AA_complex,Translation_initiation_complex,Time
0,722.6552710265598,135.0,100.0,942.0,0.0,90.0,15.306072543105815,113.68302102889206,218.9468093901117,0.0,0.0,0.0,85610.0,110.6442679208815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,725.216339636464,134.99999999999986,100.00000000000004,931.382452701777,10.588563594576275,89.99999999999989,15.464624670376486,114.73703454051125,220.19640792874827,0.6763923172048237,0.009546055157873769,7.47738925548422e-15,84005.46610343727,111.44703823127152,90.26374565787256,4.687562678514323,5.9617099955123045,209.90760941149506,112.45281311138245,0.09115986366636836,1.0013908205841446
2,727.7853756650354,134.9999999999999,100.00000000000003,919.3146916580658,22.541712723068244,89.9999999999998,15.624749850600395,115.80036005720626,221.4525954999908,3.4382846034760743,0.10636416730853739,9.002887394245007e-14,82739.36099687716,112.25528344976884,90.24820073414617,4.864311898770454,12.279981799292024,210.9450394750137,113.50482654927416,0.20665605623626593,2.0027816411682893
3,730.3623822515849,134.9999999999999,100.00000000000006,909.4850449991723,32.17642949146389,89.99999999999976,15.786461857165309,116.87306818804034,222.7153950593206,8.068021011470726,0.39332543542158216,3.5968984212828996e-13,81491.17359727754,113.06903277589073,90.31693479967387,4.921717990394471,17.032983727862515,211.98563421484585,114.56632718981655,0.30653435892759795,3.004172461752434
4,732.9473620665913,134.99999999999986,100.00000000000004,901.4158850568876,39.98168680355617,89.99999999999972,15.94977453459913,117.95522977462836,223.98482937174367,14.19266716150838,0.9538152020453153,9.423787760132183e-13,80260.88113774337,113.88831536801256,90.39258715689708,4.968409203997947,20.6610557444504,213.02933343827,115.63737377574087,0.39202721314844774,4.0055632823365785
5,735.5403173015239,134.99999999999986,100.00000000000003,894.7022207835058,46.372539124585245,89.9999999999997,16.114701797474442,119.04691588303423,225.26092100422915,21.49355924313824,1.852225933734712,1.9772446161322405e-12,79048.43057209533,114.7131603375236,90.47225942156972,5.008594703695349,23.484835333133343,214.07598962668106,116.71801408047074,0.46527593115431065,5.006954102920723
6,738.1412496584951,134.99999999999986,100.00000000000001,889.0494166722243,51.652276487968855,89.9999999999997,16.281257629258672,120.14819779536504,226.54369231798728,29.705447927411388,3.137071978664022,3.6184935891116987e-12,77853.7361360911,115.54359674283043,90.55506316108495,5.043629805725868,25.719265667679135,215.12545762028745,117.80829817801893,0.5281999292342456,6.008344923504868
7,740.7501603398584,134.9999999999999,99.99999999999999,884.2390779612776,56.04667334835298,89.99999999999969,16.44945608111616,121.25914700110603,227.83316546064287,38.60927983814984,4.843776918899643,6.037578496112538e-12,76676.68369607428,116.37965358324232,90.64035238854206,5.074503477565762,27.512094343187993,216.1776010488664,118.90827916510332,0.5824417843295809,7.009735744089013
8,743.3670500370308,134.99999999999986,100.00000000000001,880.1059322016713,59.72727020531259,89.9999999999997,16.619311270613927,122.37983518788026,229.12936235794407,48.02505988551161,6.997048141325516,9.425658413193238e-12,75517.13543690997,117.22135979250463,90.72762686851158,5.101981185374735,28.967575260599755,217.23229312222614,120.0180130414212,0.6293836458903592,8.011126564673157
9,745.9919189203532,134.99999999999986,99.99999999999999,876.5226434897602,62.826718359492524,89.99999999999969,16.790837380447165,123.51033423240202,230.43230470590436,57.805488694169384,9.612868371360086,1.3996329648362033e-11,74374.9341614968,118.06874423256046,90.81649274952264,5.126665112393971,30.16103670879216,218.28941584826185,121.13755838404593,0.6701801469610991,9.012517385257302
10,748.6247666275345,134.9999999999999,100.0,873.3895805247097,65.44915551248822,89.9999999999997,16.964048657024538,124.65071619056982,231.74201396216037,67.8305012950285,12.70015689978034,1.9988638945119636e-11,73249.90702029983,118.92183568675016,90.9066358492947,5.14903513250043,31.14807330591425,219.34885873497663,122.26697597918007,0.705793725137412,10.013908205841446
11,751.2655922525615,134.99999999999986,100.00000000000001,870.6277558124002,67.67739142175895,89.9999999999997,17.13895940903331,125.80105328749525,233.0585113374762,78.00267492931748,16.26214887010607,2.7670412151468973e-11,72141.86865518912,119.78066285305088,90.99780270674383,5.169477887688951,31.970494354333518,220.4105174302164,123.40632847706553,0.7370269638602815,11.015299026425591
12,753.9143943342267,134.99999999999986,100.00000000000001,868.1738435901448,69.57799643875356,89.9999999999997,17.315584005927967,126.96141790709734,234.38181778697106,88.2434027428309,20.297538166745632,3.7341926440280915e-11,71050.6238147227,120.64525433708032,91.08978687861851,5.188307828011166,32.66026710235057,221.47429247780082,124.55568009102576,0.7645503170434735,12.016689847009737
13,756.5711708446419,134.99999999999986,100.00000000000001,865.9765789168149,71.20499262698536,89.9999999999997,17.493936876365247,128.13188258141682,235.71195400125393,98.48970597358093,24.801426986958543,4.93399812672701e-11,69975.96952494787,121.51563864498254,91.18241880525035,5.205782777699879,33.2421960730943,222.54008822986577,125.71509634153777,0.7889253233736078,13.01808066759388
14,759.2359191773264,134.99999999999986,100.00000000000001,863.9941229002756,72.60256413860952,89.9999999999997,17.67403250655643,129.31251997946134,237.04894039725602,108.69159656970933,29.76610958604974,6.404239288262461e-11,68917.69687663103,122.39184417605837,91.27555824347576,5.222115563226244,33.73577491702448,223.6078119422091,126.88464384446729,0.810623525883395,14.019471488178025
15,761.908636136685,134.9999999999999,100.0,862.1920869987026,73.80709660770339,89.9999999999997,17.85588543865881,130.50340289638305,238.3927971096727,118.80987786964117,35.1817229776764,8.187298180347565e-11,67875.5925082058,123.27389921573683,91.36908848348864,5.237482902446572,34.15649892521488,224.67737301326716,128.06439013394876,0.8300420177043426,15.020862308762169
16,764.5893179197418,134.99999999999986,99.99999999999999,860.5420362134477,74.84872737279177,89.9999999999997,18.03951026858198,131.70460423890376,239.7435439784175,128.8143159434411,41.03678440577485,1.0330709877312046e-10,66849.43983220147,124.16183192586693,91.46291188837728,5.252032261946024,34.5168062226471,225.74868235877642,129.2544035156834,0.8475160723421269,16.022253129346314
17,767.2779601141373,134.9999999999999,99.99999999999999,859.0203366473551,75.75254283435514,89.9999999999997,18.22492164484402,132.91619701769554,241.1012005441643,138.6821133454318,47.31863538988049,1.288777532445568e-10,65839.02005356968,125.0556703402591,91.5569464030894,5.26588722478454,34.826768915998144,226.82165188564983,130.45475294394984,0.8633294607019804,17.02364394993046
18,769.9745576785183,134.9999999999999,99.99999999999999,857.607258277318,76.53951346620522,89.9999999999997,18.412134266170003,134.13825433160903,242.46578603494322,148.39663405549734,54.013807390137686,1.5918241419457816e-10,64844.11301608898,125.95544235429132,91.65112279447106,5.279151733697707,35.094604156531794,227.89619406612056,131.66550791835488,0.8777229052345602,18.025034770514605
19,772.6791049263369,134.9999999999999,99.99999999999997,856.2862663686999,77.22723430177496,89.9999999999997,18.6011628792485,135.370849353037,243.8373193543255,157.94633413708058,61.108322751312215,1.9489054804789328e-10,63864.497908681995,126.8611757154806,91.7453824396166,5.291913490954458,35.32706078282001,228.97222156959424,132.88673839571084,0.8909010325983587,19.026425591098747
20,775.3915955247439,134.9999999999999,99.99999999999997,855.0434598107245,77.8305134566094,89.9999999999997,18.79202227748076,136.61405531983866,245.21581907716765,167.32386774811454,68.58794011524078,2.3675199273659296e-10,62899.95385281716,127.77289801898141,91.83967554963515,5.304246688291299,35.5297132014594,230.04964696216217,134.11851471487213,0.903038088230771,20.027816411682892
21,778.1120224697523,134.99999999999986,99.99999999999997,853.8671185272522,78.36184748552311,89.9999999999997,18.98472729801219,137.86794551614952,246.60130343323547,176.52533482674673,76.43835467736146,2.856062427810578e-10,61950.260394291756,128.6906366950199,91.93395972081481,5.316214232867957,35.707189122073444,231.1283824493003,135.36090753139553,0.9142826840625842,21.029207232267037
22,780.8403780790007,134.9999999999999,99.99999999999997,852.7473367731662,78.83180738350241,89.9999999999997,19.17929281992356,139.1325932608527,247.99379029964345,185.5496486386641,84.645360240706,3.4239274415530836e-10,61015.19791425375,129.61441900207666,92.02819874582994,5.327869572344464,35.86334700723188,232.20833965287613,136.61398775997503,0.9247617616346003,22.030598052851182
23,783.5766539763089,134.9999999999999,99.99999999999997,851.6757256335501,79.2493523933405,89.9999999999997,19.37573376178043,140.40807189196315,249.3932971890288,194.39800649593408,93.19497844647022,4.081623285768839e-10,60094.54797077576,130.54427201718318,92.1223616394376,5.339258190254769,36.00141615906286,233.28942942704896,137.8778265240065,0.934583874395804,23.031988873435328
24,786.3208410787306,134.99999999999986,99.99999999999996,850.6451675312674,79.62208941042567,89.9999999999997,19.57406507928866,141.69445475180427,250.79984123889193,203.0734428310771,102.07356176909029,4.840898838717711e-10,59188.09358519366,131.48022262691845,92.21642182796037,5.350418850457957,36.12410880040651,234.37156169046438,139.15249510997452,0.9438419263067374,24.033379694019473
25,789.0729295815188,134.99999999999986,99.99999999999996,849.6496143019888,79.95648670610528,89.9999999999997,19.774301762728307,142.99181517084858,252.21343919976172,211.5804549695987,111.26787365361393,5.714884076742759e-10,58295.61947948171,132.4222975175527,92.31035647110085,5.36138463248042,36.23370798969737,235.45464528514847,140.43806492563286,0.9526155747467902,25.034770514603615
26,791.8329089447406,134.99999999999986,99.99999999999994,848.6839196427896,80.25805153478535,89.9999999999997,19.976458834432712,144.30022645195797,253.63410742409846,219.9246887375186,120.76514992713628,6.71824590714006e-10,57416.91227338531,133.37052316560673,92.4041459021303,5.372183793081862,36.33214205693985,236.5385878537243,141.73460746322226,0.9609731049276734,26.03616133518776
27,794.6007678785658,134.9999999999999,99.99999999999996,847.7436995416219,80.53147827122986,89.9999999999997,20.180551346096696,145.619761853625,255.06186185440706,228.11267515980106,130.55314449655828,7.867360897013572e-10,56551.76064704514,134.32492582781128,92.49777315079444,5.382840494146125,36.42104210150622,237.62329572286893,143.042194262913,0.9689731010993652,27.037552155771905
28,797.3764943285386,134.99999999999986,99.99999999999996,846.8252156857623,80.78077230558436,89.9999999999997,20.38659437600594,146.95049457281652,256.4967180112298,236.15161037732733,140.6201619582875,9.180506722801664e-10,55699.955474328424,135.2855315309084,92.59122354487187,5.393375410658604,36.50179066736164,238.70867380783497,144.3608968811547,0.9766658998116224,28.03894297635605
29,800.1600754608527,134.99999999999986,99.99999999999996,845.9252776109311,81.00935413256005,89.9999999999997,20.594603026187645,148.29249772742324,257.9386909810278,244.0491719751803,150.95507941947105,1.0678074320997868e-09,54861.28993138133,136.25236606129977,92.68448437327429,5.40380624673307,36.57556188810398,239.79462552200422,145.69078685890102,0.9840947253606209,29.040333796940196
30,802.9514976472647,134.99999999999986,99.99999999999996,845.0411604772822,81.22014689764987,89.9999999999997,20.804592419453815,149.6458443381339,259.38779540376134,251.81336653397645,161.54735932080825,1.2382803040158186e-09,54035.55958378602,137.22545495441477,92.77754460006838,5.414148170527957,36.64335392776222,240.88105269503131,147.03193569197745,0.9912967333375365,30.041724617524338
31,805.7507466565494,134.99999999999983,99.99999999999996,844.1705354862822,81.4156505442705,89.9999999999997,21.01657771205539,151.01060741087872,260.84404556791765,259.45240284782267,172.38705507021945,1.4320040651047776e-09,53222.56245603851,138.2048235563134,92.87039462178898,5.424414184405417,36.70601658740048,241.96785549979523,148.38441480267045,0.9983038630551021,31.043115438108483
32,808.5578068221987,134.99999999999986,99.99999999999994,843.311411379547,81.59800419904425,89.9999999999997,21.230574028575457,152.3868595189221,262.30745497250854,266.97458815915246,183.46481048629036,1.6518031914098083e-09,52422.099085030546,139.19049672657388,92.96302606130486,5.434615438239936,36.76427443702274,243.05493237952751,149.74829551078903,1.005143596302716,32.04450625869263
33,811.3726621966072,134.99999999999983,99.99999999999994,842.4620848079663,81.76903913064588,89.9999999999997,21.446596547202542,153.7746733532012,263.778036922448,274.38824310090445,194.77185445774302,1.9008237935187835e-09,51633.97256037689,140.1824992361062,93.05543159240244,5.444761495884151,36.81874492095127,244.14217999359082,151.12364900907994,1.011839547511511,33.04589707927677
34,814.1952958914693,134.99999999999983,99.99999999999996,841.6210980430723,81.93032389911801,89.9999999999997,21.664660447899948,155.17412138976698,265.2558041809655,281.7016319844993,206.29999184100635,2.1825689267640296e-09,50857.98855395391,141.1808555310681,93.14760479003077,5.454860562948806,36.86995613152917,245.22949314804,152.51054633268987,1.018412051067909,34.04728789986092
35,817.0256900371122,134.9999999999998,99.99999999999996,840.7872032418734,82.08320252943338,89.9999999999997,21.884780906811038,156.5852758555891,266.74076894269683,288.92290737988816,218.04159115593168,2.5009377106203373e-09,50093.955339103355,142.18558971178697,93.23954000138774,5.464919681220554,36.91835821840092,246.31676474652244,153.9090583370152,1.0248785878325417,35.04867872044506
36,819.8638259084132,134.99999999999983,99.99999999999997,839.959332266638,82.22882676273562,89.9999999999997,22.10697310357725,158.0082087772313,268.2329428941622,296.06006537771736,229.98957068309525,2.8602694709655067e-09,49341.68380590647,143.19672557077172,93.3312322389126,5.4749448920269,36.96433690214724,247.40388573912935,155.31925567136437,1.031254196873683,36.05006954102921
37,822.7096838784216,134.9999999999998,99.99999999999997,839.1365708217218,82.3681837077191,89.9999999999997,22.331252215379262,159.44299194433276,269.73233718419203,303.12090996912775,242.1373833496084,3.265393209053464e-09,48600.987472526685,144.21428656993044,93.42267708751474,5.484941377746672,37.008221622647966,248.49074509730946,156.74120877267487,1.0375518074631684,37.05146036161335
38,825.5632433919369,134.9999999999998,99.99999999999996,838.3181335852273,82.50212243815506,89.9999999999997,22.557633412378152,160.88969688226516,271.238962404575,310.1130313961864,254.47898766144897,3.72166915011189e-09,47871.68242624002,145.23829582455514,93.51387060748763,5.494913598753476,37.05029518096269,249.57722965059347,158.1749877523166,1.043782573393568,38.05285118219749
39,828.4244829547894,134.99999999999983,99.99999999999997,837.5033491370798,82.63137011526203,89.9999999999997,22.786131854286168,162.34839483217388,272.75282857883025,317.0437821993187,267.00884177089296,4.2350583011473085e-09,47153.587377065414,146.26877609271784,93.60480928424518,5.504865375850749,37.09079934474184,250.66322410284607,159.62066242444203,1.049956070122027,39.05424200278164
40,831.2933801152749,134.99999999999983,99.99999999999996,836.6916450648222,82.7565479268282,89.9999999999997,23.016762686224,163.81915672660148,274.273945146727,323.9202573937861,279.72189241548233,4.812198615312324e-09,46446.52369324682,147.3057497616906,93.69548998516585,5.514799970688093,37.12994035164835,251.74861120911342,161.0783024254789,1.056080483231032,40.055632823365784
41,834.1699114457008,134.99999999999983,99.99999999999996,835.8825284327615,82.87819199250967,89.9999999999997,23.249541034480615,165.3020531646474,275.80232094872224,330.7492954143073,292.6135318070017,5.460451547381983e-09,45750.31526702825,148.34923883421163,93.7859098677783,5.524720196304786,37.167895897747265,252.83327135973795,162.5479769370729,1.0621628918881745,41.05702364394993
