,0,1,2,3,4,5
0,0.0,0.0,0.0,0.0,100000.0,6666666.67
1,0.19478893147118154,4.094999353180731,0.07215480129268448,0.0182378369430417,98457.92183340539,6771387.7662774855
2,0.3612261610338763,15.130789447618,0.5401506688139046,0.13909490311435493,96932.6280406346,6877731.074759338
3,0.5038766588588196,31.491761886546215,1.7074219666242159,0.44798265714806684,95424.96737481565,6985721.004403852
4,0.6265762972762021,51.85989775947159,3.7939988578688526,1.0143124896222884,93935.59634938868,7095382.308648282
5,0.7325484769549471,75.16434010026596,6.952653399112101,1.894105385292747,92465.01081700555,7206740.089547428
6,0.824502084700818,100.53918401771962,11.282257633726678,3.132189327846614,91013.57253241632,7319819.801934178
7,0.9047137743928243,127.2881791665076,16.838811813741216,4.764048887973564,89581.53148213908,7434647.257604974
8,0.975097080485723,154.85524178374615,23.644527379310944,6.817381449782034,88169.04464458118,7551248.629529434
9,1.03726047261457,182.7998445500699,31.695287843610178,9.313406128081173,86776.19174313045,7669650.456083311
10,1.0925561236985628,210.77649780573475,40.96675893560669,12.267964305644725,85402.98846838257,7789879.645303924
11,1.1421208759574992,238.51766132942353,51.41937482973045,15.692444565529573,84049.39757067124,7911963.479167154
12,1.1869106552135824,265.8195290079116,63.002391004561275,19.594559747070385,82715.33816228122,8035929.617885047
13,1.2277293818296562,292.53021824498484,75.65716291121706,23.97899947107394,81400.69351494864,8161806.104223014
14,1.265253258767603,318.5399707796123,89.31978354955399,28.84797781413191,80105.31759318036,8289621.367835585
15,1.300051176967042,343.7730343780763,103.92319125524163,34.20169273184088,78829.04052600417,8419404.229619602
16,1.3326018587554083,368.1809484945564,119.39884044854773,40.03871119513197,77571.67318732111,8551183.90608368
17,1.3633082614594103,391.73700134772156,135.6780128203526,46.35629182053833,76333.0110281356,8684990.013732761
18,1.392509679221989,414.4316637809347,152.6928334057054,53.15065490221864,75112.83728091938,8820852.573466424
19,1.4204919113870507,436.2688366798551,170.37704525304616,60.41720820004594,73910.92563725317,8958802.014989685
20,1.4474958065391235,457.26277545319044,188.666587277784,68.15073550929677,72727.0424836081,9098869.181234874
21,1.4737244414653377,477.43557754383335,207.50001225763663,76.34555391916751,71560.9487664162,9241085.332793124
22,1.499349154033372,496.81513707324723,226.81877579254484,84.99564475966379,70412.40154648716,9385482.152353968
23,1.5245146130134466,515.4334868998288,246.5674215899627,94.09476242378494,69281.1552929245,9532091.749151492
24,1.5493430786040887,533.325461508211,266.69368402182255,103.63652458784658,68166.962958638,9680946.663415354
25,1.5739379820731305,550.5276255019013,287.14852510924266,113.61448677954942,67069.57687255701,9832079.870824985
26,1.598386934600402,567.0774206474509,307.8861203858133,124.02220382735744,65988.74947859481,9985524.78696518
27,1.622764256489576,583.0124928457291,328.8638052791197,134.8532802889488,64924.23394623453,10141315.27178123
28,1.6471331023462998,598.3701673183319,350.0419913768049,146.10141160242563,63875.784673322174,10299485.634031644
29,1.6715472476981843,613.1870447543922,371.384060516962,157.76041747515768,62843.15769885044,10460070.635736473
30,1.6960525905526105,627.4986964438168,392.85624289834345,169.8242687456783,61826.111040260614,10623105.496619157
31,1.7206884135576057,641.3394398393007,414.42748432937344,182.2871087767293,60824.40496762734,10788625.898539713
32,1.7454884449390256,654.7421792506864,436.06930669285117,195.14327026422552,59837.80222504559,10956667.989917008
33,1.7704817503577857,667.7382989840429,457.75566487926375,208.3872882075209,58866.0682078939,11127268.390137827
34,1.7956934847074741,680.3575975971727,479.4628030034773,222.013909712734,57908.97110380032,11300464.193950236
35,1.821145519240655,692.6282576527797,501.1691110379462,236.0181009864536,56966.282001426465,11476292.975838985
