,0,1,2,3,4,5
0,0.0,0.0,0.0,0.0,100000.0,6666666.67
1,0.19478893146579998,4.112770166665211,0.07262596089434273,7.034825721598293e-15,98457.92182926927,6771387.7662774855
2,0.3612261610368089,15.262830599356672,0.5472678829887149,5.724274534463452e-14,96932.62797717185,6877731.074759337
3,0.50387665887313,31.90601244139703,1.7414624812051192,1.9671018359706443e-13,95424.96706640342,6985721.004403853
4,0.6265762972770194,52.77343574228522,3.8957096794420902,4.752560328538941e-13,93935.59541307397,7095382.308648283
5,0.7325484769530846,76.82572538836935,7.187570693325615,9.470881227190602e-13,92465.00861980858,7206740.089547428
6,0.824502084716203,103.21461192939051,11.743401035861616,1.6715170554037367e-12,91013.56815043042,7319819.801934178
7,0.904713774357663,131.25075113026685,17.648101433656105,2.713734738659691e-12,89581.52366944346,7434647.257604974
8,0.9750970804782811,160.37677609142577,24.953208709538536,4.145665648035458e-12,88169.03181039315,7551248.629529434
9,1.0372604726379024,190.14474862018955,33.683597442269416,6.046899639380023e-12,86776.17193558984,7669650.456083311
10,1.0925561237213297,220.19730494813012,43.84302051067474,8.505715970000801e-12,85402.95936397082,7789879.645303925
11,1.142120875977048,250.25190391437272,55.418679273809246,1.162020913108664e-11,84049.35646820781,7911963.479167155
12,1.1869106552219328,280.0876773454369,68.38498405614385,1.5499528134341832e-11,82715.28198063925,8035929.617885048
13,1.2277293818775854,309.53446224717794,82.70663948717724,2.026524202366627e-11,81400.61879384164,8161806.104223014
14,1.265253258775278,338.4636616089109,98.34116736871621,2.605284564552179e-11,80105.22049634611,8289621.367835584
15,1.3000511766245122,366.7806362887794,115.24096169138826,3.301342109546158e-11,78828.91684638924,8419404.2296196
16,1.3326018580873298,394.41837860071035,133.35495484527092,4.1315471774959824e-11,77571.51835401343,8551183.906083679
17,1.3633082605751508,421.33225883655666,152.62996097547259,5.114694769641775e-11,76332.82011431224,8684990.01373276
18,1.3925096782161754,447.49566813121896,173.01175209449917,6.271748252116828e-11,75112.60501278257,8820852.573466418
19,1.4204919103227558,472.8964106010329,194.44591308043877,7.626086483472997e-11,73910.64640370468,8958802.014989682
20,1.4474958044594595,497.533721646456,216.87851402516512,9.203776848650954e-11,72726.71034617677,9098869.18123487
21,1.473724438983001,521.4158067985135,240.25663281126546,1.1033876899971711e-10,71560.55747052708,9241085.332793118
22,1.4993491516601114,544.5578190374281,264.52875327413955,1.3148767646204572e-10,70411.94453180107,9385482.152353961
23,1.524514611009935,566.9801965617121,289.6450630608686,1.5584521740568986e-10,69280.62570421548,9532091.749151483
24,1.549343077039361,588.7073031579233,315.5576688514825,1.8381310219628921e-10,68166.35365674642,9680946.663415346
