,A1,A2,A3,B1,B2,B3,Time_exp
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.018272485998420775,0.024074222346927937,0.01403696508256555,0.012352664348355595,0.08304463022917832,0.02399898765205174,10.114942528735632
2,0.03538616963178079,0.046451991338218264,0.025354672688576038,0.018933276089661003,0.08824740556646696,0.013935776799705701,20.229885057471265
3,0.018891863021027192,0.07138271277235572,0.04224684715672663,0.040735138264528584,0.10289081946761809,0.08102922151642626,30.344827586206897
4,0.020992780355774898,0.0458023701315056,0.05364599968918423,0.01790688895578271,0.15344046397952216,0.07742250947151062,40.45977011494253
5,0.013514318621955655,0.06628310247643483,0.006226479013755203,0.044254090897421314,0.16029583286223945,0.08343515193732193,50.57471264367816
6,0.07092970453845093,0.10190880740101994,0.08504700206261508,0.0804543298280586,0.2177802321888164,0.13884863096317782,60.689655172413794
7,0.12711629262299376,0.12744334132727664,0.1292358353469068,0.06412423432833493,0.24773799384671727,0.15993867181670127,70.80459770114942
8,0.15262679498421142,0.18127992538426796,0.16788207864692845,0.13682468757014557,0.3500828705491201,0.20823682871028032,80.91954022988506
9,0.21932294546162673,0.22723160122214572,0.20923390959239385,0.1310151303143251,0.3857078983090147,0.2637286778326305,91.0344827586207
10,0.30824013862019256,0.32675666458637476,0.2584019909954136,0.1716135042136765,0.5258244564883582,0.30613709031236136,101.14942528735632
11,0.32349047830863387,0.3374625186127388,0.33052246417526765,0.2240280292454307,0.6584650034777664,0.39100375673293913,111.26436781609195
12,0.3512389616026456,0.3677875108028736,0.35841911999916853,0.3189713922469736,0.7730933695645269,0.5688858283367534,121.37931034482759
13,0.40535874587221177,0.4561800619960544,0.37539921852816077,0.4131277925215032,0.8101855058404298,0.6392879614518633,131.49425287356323
14,0.39910547614353065,0.478864018986948,0.3839775971531013,0.5004459799311491,0.9167594895825253,0.729076302667509,141.60919540229884
15,0.39870710019155137,0.4500357653798246,0.4294011843651995,0.6489991333224855,0.9967073709628119,0.7937333968119079,151.72413793103448
16,0.43732580354493883,0.5010687985738802,0.42705957150287305,0.7319393383543804,1.0308305680522232,0.9275981946023587,161.83908045977012
17,0.4737795864471143,0.49614159380683426,0.47548048487872746,0.7812698056717241,1.1498184395944688,0.9014835629194206,171.95402298850576
18,0.5806531018491378,0.5749305191380392,0.5221877244187108,0.906496294347323,1.1863290065317138,1.1125686902746166,182.0689655172414
19,0.673404877038518,0.6837317643966855,0.6132711323167589,1.0065742366840642,1.3180735793932912,1.147297221133417,192.183908045977
20,0.838363984468394,0.7925027529147635,0.7737246575408804,1.1010455940552435,1.4430940740041518,1.2407759353591177,202.29885057471265
21,0.9362940918079771,0.9486569959510976,0.9725333797437854,1.1385434941693513,1.7090624683909585,1.446630584461662,212.41379310344828
22,0.9565358433782234,1.0202223769493726,1.023241779672404,1.2435889718332662,2.0381684172189645,1.6839241155117521,222.5287356321839
23,0.9048165403787457,0.9325610600752018,0.964611573299961,1.3678095455367507,2.371910713193411,2.0459941523150476,232.64367816091954
24,0.7286101368530872,0.8236889139580127,0.893486042512945,1.5806483119125865,2.8700899136808804,2.2058032480757923,242.75862068965517
25,0.5896736579636719,0.6434370354596781,0.7570729753094201,1.7743347112135965,3.5250576371560265,2.8814240975756866,252.8735632183908
26,0.4387812829201889,0.5292627249218645,0.5932569936786433,2.0321718892036205,3.9128847064469383,3.407323161996929,262.98850574712645
27,0.38635616111876037,0.48321893311020286,0.42477172187382006,2.4498205716728747,4.543280816757779,3.8132254201631266,273.1034482758621
28,0.358479216552711,0.4145487016577832,0.3928459965369817,3.006917467572969,4.777863272369548,4.300062364100256,283.2183908045977
29,0.2999621815723183,0.35987016446740877,0.32597956062740296,3.448255272066117,4.906423319550331,4.575897806719143,293.3333333333333
30,0.3013572601208867,0.33203337582055426,0.29280137082680335,3.897513330246239,4.745443300990084,4.724395643589801,303.44827586206895
31,0.30254257023834935,0.3431126608838862,0.28811312083725843,4.4036365904115335,4.998905284136923,4.487463392016361,313.5632183908046
32,0.3006419534970784,0.3543497079886218,0.3062755189393089,4.870567079221296,5.258366971199734,4.7207834863732385,323.67816091954023
33,0.29824510113293495,0.35017704136138333,0.3331901292716634,5.099283624441044,5.3395108679656,5.3140633714548,333.7931034482759
34,0.3028209040260652,0.35252808032436656,0.319792064830032,5.1420414264890155,5.43721569292314,5.173044610788769,343.9080459770115
35,0.3050320560439926,0.35571866087262166,0.3070117379084575,5.137227812163833,5.910042215254125,5.468855775992396,354.02298850574715
36,0.3413332001181141,0.3730594939101276,0.33950024166171194,5.380885345462975,6.290954486016077,5.486016221305075,364.1379310344828
37,0.3540733408788739,0.3910973815159567,0.32745702884354566,5.833896172896183,6.547991358446543,5.878114630234524,374.2528735632184
38,0.3456489157966147,0.40670726532494333,0.35362047014707054,5.83772869690519,6.6388291869722735,6.263511108920569,384.367816091954
39,0.3734675554924538,0.43886053170374617,0.3879335256285633,6.048420631916569,6.8673826246348355,6.4200540619974875,394.48275862068965
40,0.4068632235686819,0.4590542400397168,0.38862610160753697,6.522065449149578,7.2068976284514275,6.6740869255736355,404.5977011494253
41,0.42409630598026615,0.4840034492724924,0.41109662474152875,6.841318119409331,7.687349852861455,7.017125036531954,414.71264367816093
42,0.47506308243820494,0.5133767358318906,0.42665016010088147,7.227794527221204,7.926875911360669,7.154694788214473,424.82758620689657
43,0.4750778604213011,0.5502495902113514,0.45077611091525754,7.662733875240965,8.075741761331791,7.427061069612586,434.9425287356322
44,0.5214680742317325,0.5777353631397099,0.4867684261535941,7.912922023544611,8.346665549300715,7.713150699177871,445.0574712643678
45,0.5435262749867663,0.5812679218487202,0.5200171343712003,8.130350937245032,8.59115386499177,7.996581405950792,455.17241379310343
46,0.5438593090558393,0.5999879022025614,0.5411970712690808,8.382101601953734,8.689213534681313,8.311471984300736,465.28735632183907
47,0.5824399822459939,0.6251682796147308,0.537958714974561,8.830978652863731,8.534578474107992,8.625336835880596,475.4022988505747
48,0.5947171428197982,0.6589170254988491,0.597363077897585,8.711405835001953,8.626603805268617,8.702702052868752,485.51724137931035
49,0.5932266812298281,0.6933549480093434,0.5974299407040581,9.05997735858563,8.70352034096199,8.890333149654843,495.632183908046
50,0.6042910858245749,0.7251306421946386,0.598183028926207,9.135342375389294,8.906895021614961,9.099469663546458,505.7471264367816
51,0.6565264621536544,0.7142293578903915,0.63797330801512,9.373017852791385,9.007966715072314,9.0531060859711,515.8620689655172
52,0.6682637899189695,0.7220248320898945,0.6650235426389572,9.582242589092452,9.266205353217403,9.197227184968556,525.9770114942529
53,0.6839883271362264,0.738599414903445,0.684335209214375,9.736066959381583,9.440304227104683,9.427320672696023,536.0919540229885
54,0.6874564422799184,0.7784646628793133,0.6808794032057567,10.068680952902456,9.758716915153457,8.97226829098969,546.2068965517242
55,0.7192378556683796,0.6933991789425878,0.6700467031812384,9.69872106142985,9.733690798740437,9.482343062673875,556.3218390804598
56,0.6385792123961243,0.6553621022277696,0.6063649225846611,9.994615414962775,10.075949490310505,9.444432884393702,566.4367816091954
57,0.5970890846665623,0.5881724858884632,0.5206804608677655,9.916433453176673,9.786548817214372,9.793764869760775,576.551724137931
58,0.49847846191818707,0.5367799379312242,0.5070953613810624,10.270946199396661,9.772476604551295,9.918443445721437,586.6666666666666
59,0.4581044243333635,0.49272017154719744,0.4649505768613949,10.164611173084841,9.978738661327458,10.230924266582349,596.7816091954023
60,0.41567317103026513,0.4461902526835576,0.42202246417990996,10.29081931181186,10.022691433568186,10.242927917083641,606.8965517241379
61,0.3942229099526154,0.4043381129581117,0.3789389441473507,10.421261896285568,9.61465761693977,10.375413880054495,617.0114942528736
62,0.3444875052244885,0.39322688513969706,0.35452098891831524,10.531833189915327,9.856917007648335,10.453315063433525,627.1264367816092
63,0.31728667467359534,0.37570531615660796,0.32474848415129975,10.769278919433042,9.837945086659358,10.411139543436068,637.2413793103449
64,0.28138415582375165,0.3360936217906889,0.27304543628771966,10.871608257513714,9.742531626786528,10.176859421785899,647.3563218390805
65,0.26898790808420275,0.30155155341997786,0.2887885965066455,10.72771643774395,9.638095818408425,10.39436346468923,657.471264367816
66,0.2401147124236416,0.3001001732874435,0.25065103104538233,11.052625308679342,9.486308044358442,10.43820222071792,667.5862068965517
67,0.21355603233827122,0.27080948959019624,0.2289907361708346,10.90185482027365,9.633040436481402,10.682435832114237,677.7011494252873
68,0.19619805610467125,0.2719453235334763,0.2253275167751425,10.86935585813708,9.200224505561488,10.47901442727448,687.816091954023
69,0.1863196234059903,0.24616551813349796,0.19011742720588895,11.120851490491368,9.38529287266527,10.22567338407894,697.9310344827586
70,0.18044037902400348,0.21328755086351403,0.19166050346656213,11.032984119422922,9.079220436725306,10.282886947417282,708.0459770114943
71,0.15076059824649551,0.20707294920170594,0.17155981092520187,11.360255603638066,9.286986235937505,10.272654668844309,718.1609195402299
