,RNAP_total,Sigma_total,DNA_total,Nucleotide,mRNA_total,RNAase_total,Ribosome_total,tRNA_total,tRNA_synthetase_total,Unfolded_protein,Folded_protein,Peptide_chain,Amino_acid,Protease_total,Holoenzyme,Open_promoter_complex,mRNA_RNAase_complex,Et_AA_complex,tRNA_AA_complex,Translation_initiation_complex,Cells,Time
0,722.6552710265598,135.0,100.0,942.0,0.0,90.0,15.306072543105815,113.68302102889206,218.9468093901117,0.0,0.0,0.0,85610.0,110.6442679208815,0.0,0.0,0.0,0.0,0.0,0.0,6666666.666666669,0.0
1,725.2163396364639,134.9999999999998,99.99999999999984,931.3824527017758,10.588563594576328,90.00000000000011,15.46462467037648,114.7370345405112,220.19640792874824,0.6763923172048267,0.009546055157873962,7.477389255484245e-15,84005.46610343721,111.44703823127148,90.2637456578726,4.687562678514243,5.961709995511549,209.90760941149486,112.45281311138275,0.09115986366636632,6771428.858819071,1.0013908205841446
2,727.7853756650353,134.99999999999974,99.99999999999991,919.3146916580611,22.541712723071548,90.00000000000006,15.624749850600388,115.80036005720622,221.45259549999076,3.4382846034757737,0.10636416730852744,9.002887394244799e-14,82739.36099687715,112.2552834497688,90.24820073414894,4.864311898766453,12.279981799285954,210.9450394750122,113.50482654927553,0.2066560562362928,6877814.536368755,2.0027816411682893
3,730.3623822515848,134.99999999999977,99.99999999999994,909.4850449991885,32.176429491447365,90.00000000000004,15.786461857165303,116.87306818804032,222.71539505932054,8.068021011463573,0.3933254354165731,3.5968984212604303e-13,81491.17359727739,113.06903277589073,90.31693479975264,4.921717990284107,17.03298372784548,211.98563421484604,114.56632718981646,0.30653435892681946,6985848.136998773,3.004172461752434
4,732.9473620665912,134.9999999999998,99.99999999999991,901.4158850570647,39.981686803381464,90.00000000000006,15.949774534599126,117.95522977462832,223.98482937174361,14.192667161452398,0.9538152020381936,9.423787760125417e-13,80260.88113774327,113.88831536801253,90.39258715695783,4.96840920391284,20.661055744301613,213.02933343827013,115.63737377574091,0.39202721314709266,7095554.443414989,4.0055632823365785
5,735.5403173015238,134.99999999999977,99.99999999999991,894.7022207821375,46.37253912594149,90.00000000000004,16.11470179747443,119.04691588303416,225.2609210042291,21.49355924333071,1.8522259337696114,1.9772446161093125e-12,79048.43057209489,114.71316033752358,90.47225942147382,5.008594703830629,23.484835333671114,214.07598962667973,116.71801408047055,0.46527593116986915,7206958.58748904,5.006954102920723
6,738.141249658495,134.9999999999998,99.99999999999991,889.0494166701565,51.65227649001072,90.00000000000006,16.28125762925866,120.14819779536498,226.54369231798722,29.705447927873326,3.137071978753443,3.618493589091147e-12,77853.73613609035,115.54359674283039,90.55506316106828,5.043629805750356,25.71926566624807,215.12545762028824,117.80829817801995,0.5281999292297981,7320086.054427017,6.008344923504868
7,740.7501603398601,134.99999999999977,99.99999999999996,884.2390779689115,56.04667334044835,90.00000000000007,16.449456081116264,121.25914700110668,227.83316546064367,38.60927984688659,4.843776916846691,6.03757850150719e-12,76676.68369606856,116.37965358324281,90.64035238856714,5.074503477527984,27.512094341172773,216.17760104887824,118.90827916510601,0.582441784213222,7434962.686968616,7.009735744089013
8,743.36705003703,134.99999999999977,99.99999999999994,880.1059321936879,59.72727021334721,90.00000000000006,16.61931127061387,122.3798351878799,229.12936235794365,48.0250598825849,6.997048142731161,9.425658412145253e-12,75517.13543691087,117.22135979250437,90.72762686848525,5.101981185414401,28.9675752721827,217.23229312221648,120.01801304142332,0.6293836460250354,7551614.689583033,8.011126564673157
9,745.9919189203525,134.9999999999998,99.99999999999996,876.5226434867701,62.82671836240724,90.00000000000006,16.790837380447115,123.51033423240168,230.43230470590396,57.805488695422696,9.612868371889446,1.3996329646165814e-11,74374.93416149447,118.0687442325602,90.81649274951066,5.1266651124116525,30.16103672459218,218.2894158482499,121.13755838405763,0.67018014704823,7670068.6327435365,9.012517385257302
10,748.6247666275347,134.99999999999977,99.99999999999993,873.3895803787883,65.44915566135711,90.00000000000007,16.96404865702455,124.6507161905699,231.74201396216048,67.83050118782235,12.700156934209978,1.9988639055583868e-11,73249.90702037011,118.9218356867502,90.90663584884187,5.149035133185847,31.14807335781915,219.34885873481593,122.26697597915928,0.705793726931728,7790351.45716852,10.013908205841446
11,751.2655922525669,134.9999999999998,99.99999999999993,870.6277560351609,67.67739119261456,90.00000000000007,17.138959409033664,125.80105328749758,233.05851133747888,78.00267514997262,16.262148811895578,2.767041191632263e-11,72141.86865503002,119.7806628530526,90.9978027073637,5.169477886732431,31.9704941834724,220.4105174303001,123.40632847708241,0.7370269623398534,7912490.478113118,11.015299026425591
12,753.914394334237,134.99999999999977,99.99999999999994,868.173843882401,69.57799614222085,90.00000000000006,17.31558400592867,126.96141790710193,234.38181778697628,88.24340290487031,20.297538094219064,3.734192606504612e-11,71050.6238146392,120.64525433708374,91.08978687990171,5.188307826116274,32.660266998202594,221.47429247812732,124.55568009106126,0.7645503137321099,8036513.389673303,12.016689847009737
13,756.5711708454885,134.99999999999977,99.99999999999996,865.9765792294932,71.2049923108486,90.00000000000006,17.493936876422275,128.13188258179085,235.71195400167827,98.48970611468752,24.801426904064147,4.933998079754648e-11,69975.96952489705,121.51563864526044,91.18241880644034,5.205782775930187,33.24219595064516,222.5400882302319,125.71509634158261,0.7889253193499266,8162448.269116194,13.01808066759388
14,759.2359191780988,134.9999999999998,99.99999999999996,863.9941231753339,72.60256386279048,90.00000000000006,17.674032506608807,129.3125199798045,237.04894039764395,108.69159663057391,29.76610950825953,6.404239248752638e-11,68917.69687665468,122.39184417631284,91.27555824447772,5.222115561727208,33.735774899829174,223.60781194263404,126.88464384450172,0.8106235230031873,8290323.581219574,14.019471488178025
15,761.9086361363081,134.9999999999998,99.99999999999996,862.1920873735137,73.8070962315183,90.00000000000006,17.855885438633084,130.50340289621465,238.392797109483,118.80987797023663,35.18172286433764,8.187298173216274e-11,67875.59250822458,123.27389921561225,91.36908848479747,5.2374829004611625,34.156498738960835,224.67737301431666,128.06439013400322,0.830042014755722,8420168.182635752,15.020862308762169
16,764.589317920343,134.9999999999998,99.99999999999997,860.5420367484996,74.84872683475947,90.00000000000006,18.039510268623303,131.7046042391739,239.74354397872077,128.81431612220095,41.036784234405054,1.0330709918745933e-10,66849.43983220126,124.16183192606643,91.46291189034966,5.252032259006031,34.51680603911502,225.7486823595207,129.25440351575978,0.8475160656968357,8552011.326269347,16.022253129346314
17,767.277960115008,134.9999999999998,99.99999999999997,859.0203372842473,75.75254219427993,90.00000000000006,18.22492164490427,132.91619701808906,241.1012005446045,138.68211355337982,47.31863516705667,1.2887775429362245e-10,65839.02005359213,125.05567034054911,91.55694640539113,5.265887221342376,34.82676865578136,226.82165188671485,130.45475294404022,0.8633294531747128,8685882.665670473,17.02364394993046
18,769.9745576779485,134.99999999999977,99.99999999999997,857.6072588312358,76.53951291441209,90.00000000000006,18.41213426613031,134.13825433135008,242.46578603465454,148.39663411097993,54.01380717675996,1.5918241502110005e-10,64844.11301625426,125.95544235410084,91.65112279652534,5.279151730664862,35.09460401702422,227.89619406711304,131.665507918455,0.877722897303013,8821812.259441666,18.025034770514605
19,772.6791049264632,134.99999999999977,99.99999999999999,856.2862667953775,77.22723388343628,90.00000000000006,18.601162879257355,135.37084935309474,243.8373193543896,157.94633401630315,61.1083225587044,1.9489054837471188e-10,63864.49790900198,126.86117571552298,91.74538244130082,5.291913488593891,35.3270607623785,228.97222157070777,132.8867383958598,0.8909010231536214,8959830.575657342,19.026425591098747
