,RNAP_total,Sigma_total,DNA_total,Nucleotide,mRNA_total,RNAase_total,Ribosome_total,tRNA_total,tRNA_synthetase_total,Unfolded_protein,Folded_protein,Peptide_chain,Amino_acid,Protease_total,Holoenzyme,Open_promoter_complex,mRNA_RNAase_complex,Et_AA_complex,Et_AA_amp_complex,Et_AA_tRNA_inactive_complex,Et_AA_tRNA_active_complex,tRNA_AA_complex,Translation_initiation_complex,Protease_protein_complex,Time
0,200.69267140359847,977.6286766768188,100.0,962.8496894045344,0.0,71.9931563397171,794.798520431711,580.366757975238,562.9337943527621,0.0,0.0,0.0,49999.872974292106,252.5132422109901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,200.72454707420098,977.6286766768197,100.00000000000018,961.456652218117,1.390294885115717,71.99315633971709,798.1679230705312,585.4469318874471,571.2460663709184,1.0211479222337658,0.008727489663803165,0.01938602271869578,48092.712230064586,253.7187177300784,150.4029745639575,1.1539699289037513,0.4277328667832182,0.000443784854239656,571.1601953028795,0.01588654397401926,0.06730252802809156,584.8328975742269,0.5291931294461577,0.6842920069047875,1.001001001001001
2,200.75719331461295,977.6286766768192,100.00000000000021,959.9615299548374,2.874834379402337,71.99315633971705,801.5541258092005,590.5793361699004,579.726468018933,4.886320680110994,0.09161681781923582,0.2058564694562461,47335.743041883725,254.94264571677147,150.33261137791646,1.2722123657257842,0.8792991026240486,0.0005663464316719178,579.5977897499148,0.023866142964609774,0.10134376068405364,589.3484839689606,1.1031978191068603,3.2913143018137525,2.002002002002002
3,200.79062817058593,977.6286766768199,100.00000000000023,959.0375780711996,3.7825261701021047,71.99315633971702,804.9571810909849,595.7644482632257,588.3782638523029,10.664242824167923,0.32058008915181035,0.7247965859303855,46586.76905313378,256.1852916788448,150.34650711216707,1.2851160936681596,1.1494368987836336,0.0006455232675855756,588.2224690707858,0.028909695135360576,0.12287865784354568,594.1461454894533,1.4635974319481635,7.187580082198654,3.0030030030030033
4,200.82487008665788,977.6286766768199,100.00000000000023,958.4907744252323,4.309772817382874,71.99315633971705,808.3771408110164,601.00274834633,597.204776778262,17.39483774017135,0.7337473247795742,1.6649838336686495,45847.12335223816,257.4469243997268,150.36947753531732,1.287312439288246,1.3018002283372956,0.0006956466456283397,597.0323799324518,0.031990248543055905,0.1360306489259737,599.1503080128475,1.681239568401926,11.707564636029907,4.004004004004004
5,200.85993791398286,977.6286766768199,100.00000000000024,958.1601830587612,4.618948530015872,71.99315633971707,811.8140562968343,606.2947193037627,606.209388909625,24.50475758363161,1.3454604939462298,3.0609014108665087,45117.550655639774,258.72781596083496,150.3940978829781,1.2881701748367012,1.387311716644927,0.0007290105687872536,606.0264679904355,0.03393635216316802,0.14433637795313942,604.2967666608027,1.8163568276910627,16.459171142609705,5.005005005005005
6,200.89585091827857,977.62867667682,100.00000000000023,957.9512952359468,4.805376422444813,71.99315633971706,815.267978288522,611.6408466912914,615.3955424246813,31.673878495722825,2.156356537542366,4.916892210080622,44398.400927909955,260.0282417634117,150.41955843712665,1.2887306524537123,1.43544269266388,0.0007529226122225979,615.2055383092408,0.03524008249377771,0.14989781677930586,609.5475909059139,1.9047187119954074,21.231983935274265,6.0060060060060065
7,200.9326287879466,977.6286766768197,100.00000000000024,957.8108559863541,4.922768536395007,71.99315633971705,818.7389569186118,617.0416187011978,624.7667404427458,38.72829668892593,3.1595031670205804,7.221715118314098,43689.79706609022,261.34848054979057,150.4457353835234,1.2891702877849496,1.4626395743407703,0.0007715392694518823,624.5715939200695,0.03618125676790159,0.15391035350743587,614.8814226353122,1.9666668795277387,25.918777578650918,7.007007007007008
8,200.97029164202985,977.6286766768197,100.00000000000028,957.7089506152655,5.001296562822386,71.99315633971702,822.227041690878,622.4975261188276,634.3265478553335,45.57745345722099,4.343985479284717,9.956638206182195,42991.7343620233,262.6888144241043,150.47259717662862,1.28954855460289,1.4780711958968986,0.0007872158107843567,634.1273497191182,0.03691838767247308,0.15705115471710057,620.2863761233878,2.0137257239857584,30.46895391546918,8.008008008008009
9,201.00886003865457,977.6286766768195,100.00000000000028,957.6287315064487,5.057953061490884,71.99315633971699,825.7322814596853,628.0090622865514,644.0785922281374,52.1782590373023,5.697001289549768,13.099828678119092,42304.13689470031,264.0495288723001,150.5001357265279,1.2898951245082442,1.4868679653133134,0.0008012902941306594,643.8759504635467,0.0375414835311254,0.15970472723419235,625.7559164196687,2.0524398232109116,34.86246469982578,9.00900900900901
