,RNAP_total,Sigma_total,DNA_total,Nucleotide,mRNA_total,RNAase_total,Ribosome_total,tRNA_total,tRNA_synthetase_total,Unfolded_protein,Folded_protein,Peptide_chain,Amino_acid,Protease_total,Holoenzyme,Open_promoter_complex,mRNA_RNAase_complex,Et_AA_complex,tRNA_AA_complex,Translation_initiation_complex,Protease_protein_complex,Cells,Time
0,722.6552710265598,135.0,100.0,942.0,0.0,90.0,15.306072543105815,113.68302102889206,218.9468093901117,0.0,0.0,0.0,85610.0,110.6442679208815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6666666.666666669,0.0
1,725.2163396364639,134.9999999999998,99.99999999999986,931.3824527017766,10.588563594576101,90.00000000000006,15.46462467037648,114.7370345405112,220.19640792874824,0.6736520707331031,0.008364508973744779,0.00033759174627243766,84005.46610344358,111.44703823127148,90.26374565787243,4.687562678514456,5.961709995511577,209.90760941149648,112.45281311138194,0.09115986366636461,0.0035973351651544614,6771428.858819071,1.0013908205841446
2,727.7853756650353,134.9999999999998,99.99999999999987,919.3146916580627,22.54171272307094,90.00000000000007,15.624749850600388,115.80036005720622,221.45259549999076,3.4208458032946085,0.08999139865481,0.005715918301989379,82739.36099710417,112.2552834497688,90.24820073414853,4.864311898767117,12.279981799286805,210.94503947504137,113.50482654927328,0.2066560562362866,0.028317879133270413,6877814.5363687575,2.0027816411682893
3,730.3623822515848,134.99999999999983,99.99999999999986,909.4850449991875,32.17642949144953,90.00000000000009,15.786461857165303,116.87306818804032,222.71539505932054,8.021348716029573,0.3252147200543341,0.0274923854390562,81491.17359895757,113.06903277589073,90.31693479974273,4.921717990298042,17.0329837278476,211.98563421505517,114.56632718981876,0.3065343589269166,0.08835875176262536,6985848.1369987745,3.004172461752434
4,732.9473620665912,134.99999999999983,99.99999999999987,901.4158850570433,39.98168680340375,90.00000000000009,15.949774534599126,117.95522977462832,223.98482937174361,14.101531076084182,0.7732079937061069,0.08149480526887505,80260.88114447727,113.88831536801253,90.39258715695019,4.968409203923579,20.661055744320556,213.02933343913995,115.63737377575019,0.3920272131472487,0.1934124710834521,7095554.443414989,4.0055632823365785
5,735.5403173015238,134.99999999999983,99.99999999999989,894.7022207823129,46.3725391257688,90.00000000000011,16.11470179747443,119.04691588303416,225.2609210042291,21.342508175182754,1.4739442200744406,0.18651493942792718,79048.43059154604,114.71316033752358,90.47225942148604,5.008594703813418,23.4848353336025,214.07598962928495,116.71801408049835,0.4652759311678277,0.35005401974582656,7206958.587489039,5.006954102920723
6,738.141249658495,134.9999999999998,99.99999999999987,889.0494166704209,51.65227648975087,90.0000000000001,16.28125762925866,120.14819779536498,226.54369231798722,29.479151475573477,2.4520068233629995,0.3631394022779531,77853.73618188665,115.54359674283039,90.55506316107036,5.043629805747234,25.719265666443622,215.12545762664556,117.80829817808728,0.5281999292301722,0.5623007423377885,7320086.054427017,6.008344923504868
7,740.7501603398601,134.99999999999983,99.99999999999983,884.2390779607006,56.046673348871835,90.0000000000001,16.449456081116264,121.25914700110668,227.83316546064367,38.29279108317426,3.7198887600782578,0.6328027065386048,76676.68378980938,116.37965358324281,90.6403523885423,5.074503477565752,27.512094344782493,216.17760106235195,118.90827916524788,0.5824417843029389,0.8320895513236399,7434962.686968534,7.009735744089013
8,743.36705003703,134.99999999999983,99.99999999999983,880.1059321935504,59.727270213648765,90.00000000000009,16.61931127061387,122.3798351878799,229.12936235794365,47.60401454548414,5.280738773103598,1.0170326079536975,75517.135610168,117.22135979250437,90.72762686847865,5.101981185424125,28.967575288149014,217.23229314803416,120.01801304170112,0.6293836460549063,1.1596940300300538,7551614.689582842,8.011126564673157
9,745.9919189203525,134.9999999999998,99.99999999999979,876.5226435047255,62.82671834444265,90.00000000000009,16.790837380447115,123.51033423240168,230.43230470590396,57.26625199036474,7.130609725399655,1.5368616563899438,74374.93445779354,118.0687442325602,90.81649274958751,5.126665112298272,30.16103691713547,218.28941589396308,121.1375583847098,0.6701801470281007,1.544085568336436,7670068.632743347,9.012517385257302
