,Time,Open_1,Open_2,Open_3,Open_4,Open_5,Trans_1,Trans_2,Trans_3,Trans_4,Trans_5,Cis_1,Cis_2,Cis_3,Cis_4,Cis_5,Layered_1,Layered_2,Layered_3,Layered_4
79,800,88364.33352452372,83285.45561165645,95879.69566384172,94074.5227467072,88361.40799260883,75842.41892157058,66018.19420920518,55670.360444317594,68691.42891311093,84002.65449120828,32860.06461121958,33242.26736760883,34943.383220770505,33668.65342341823,34720.431278507924,42598.89103195755,48541.566176927954,35447.783653984494,43525.93642534115
80,810,85714.40118486575,84158.32517231713,90011.59078028127,94867.52529597022,86088.23809240182,73639.47901561925,65091.222737606106,54427.43209868581,68263.27995021292,85258.94097442547,31990.47440831183,32146.815811452838,33735.03272122033,33044.077871426765,33107.854125790225,42173.11486024114,47948.91350189799,36273.42900295323,43819.17782495357
81,820,83728.13504105406,78842.10461974189,90570.70148938407,91904.71509482624,85959.93069719622,74156.6992063426,64337.461085228,55001.944752267846,68077.50345356333,84030.61084977626,30965.4140410714,31292.265142153356,32211.250837862073,32180.895460062293,32332.950595211954,41782.53822407793,45358.822377083394,34709.78460088952,42687.34485391219
82,830,82753.96529929202,76949.15667760248,87898.21321555488,89800.9269197611,81633.50029449817,72782.04042580038,64443.110957555335,52615.59098814324,68104.8544310226,80707.49699013248,30792.84071891157,29484.241167766853,32144.969386232387,29978.723483815833,32457.260586479064,40858.25968911273,45884.66397220381,34760.68937232045,41543.645646569064
83,840,77781.30265701526,76905.65621902053,85850.13524473095,89424.2741051994,80915.9775041611,71902.54902770439,64732.3089386858,52551.952515316814,65865.10066346498,78943.72297840858,29149.250990262353,27690.012525912593,30601.110764475066,29452.474993466418,31112.331476752486,40254.92845621729,46854.56778364637,33726.73233450609,40568.3934954992
84,850,76018.18540002752,73609.60646334138,81838.48635537917,83987.42022852357,77486.05476667618,70128.63974071869,62298.090619585026,51609.81667822771,65400.097066248956,80854.50356185691,28602.583627216376,27752.907874817454,29951.737523712127,28736.5348118569,30207.574867698826,39202.15141131927,44263.20254144874,32148.155136660047,40914.62793141215
85,860,74191.09086362872,71646.13194884513,80057.03369850865,80748.9788528325,73967.45549014829,68603.27814076465,61518.27173421524,49638.020688190125,66476.9495893905,78494.26260878108,27974.883433288167,27172.083188190125,28104.34103451047,27610.49464652346,28153.258783428224,38658.870800046956,42236.685550616836,32297.644978273136,39861.821054490494
86,870,72668.41365747897,67848.23125328544,77456.32254259498,79251.99975934197,73758.55049958423,69605.49826683728,60854.103211684385,49183.15049958423,62934.81716625091,76644.77567247496,26065.405401545017,26258.787690741578,27922.566083999816,26806.82237458423,27550.085983455196,37220.23103649699,43710.50503273715,30795.50652052664,37288.58945706023
87,880,68646.63437544454,66623.17967543745,76959.33932817489,78993.09202901242,71395.07580612403,67493.21332281295,57262.102211701844,46419.95888494313,63022.348869147674,75841.85094383647,24749.25907444694,26069.04665614629,26692.311896094412,25466.833114479625,26933.927608527243,35746.87463472728,41828.37526613279,29569.67929139934,37462.59688445679
88,890,65335.2049408191,64629.80737432221,75946.7313271603,76475.77511625772,69914.44178292438,64067.54299749928,58292.23373854157,46674.48926066917,60835.950070217186,74331.51508859519,24567.474548324113,24185.336176666227,26536.199910362604,25540.877245766613,26474.05468615018,35681.66534383468,40489.405345677405,29592.965343133797,38886.14041306136
89,900,63540.77768239985,60968.29092860261,70777.88788417776,71994.55527153399,67056.68645432968,62857.61978766302,57634.842009885244,46537.70880843453,57511.73580976246,74514.36011915474,23570.083745723303,23752.68506181445,25088.608084151958,23820.309082702177,24688.264948953336,35249.84200988524,39985.10966620552,29168.195703893383,34974.268214475596
90,910,60885.57593943604,59380.91974249207,71044.90326845378,71977.08070806904,64790.43909733078,61569.15218774913,54781.11687510856,43094.07439144843,57694.043517220285,72935.63854408044,23442.071076360924,22813.658940672816,23807.427638997448,23287.027086886916,24114.379149010365,34075.04470480741,38633.75968952459,27692.2490190018,35404.126768563656
91,920,61656.81224733265,56907.863319069045,68982.53458477705,68142.13751261744,62174.47514702604,58981.170423679214,54964.202924803816,43499.3418136927,56680.33628883082,68698.89353783065,22502.935769014646,22138.137625211024,23305.360090455102,22341.54076657228,23549.736380316244,32166.91858271807,37960.0484085783,26855.153332017308,34287.556587974505
92,930,59258.7525986907,55732.882194213824,65361.77785762116,66020.85874492879,60911.61400219948,59749.96379977033,53292.84359073392,42250.18839125128,54330.77250842354,68310.42319760178,22341.515756585435,20656.634246527567,21963.0246201281,22699.494648770025,23215.1576982271,31826.109952355237,37646.88927101668,26183.559100238683,33107.772506531444
93,940,56456.73631327144,54500.4557057193,63217.631066429625,61724.84977941817,58202.31734093942,57054.26875794347,50682.06734093942,40919.68988995902,53949.29339987128,66767.60469726127,20675.445140675914,20800.344427003205,22067.52327462179,21826.558810755694,22625.89074335738,30975.718320022643,36661.042988839334,25635.29732353298,31627.17279009583
94,950,53617.0845259965,51956.57896647535,59938.455524988975,61625.33310457481,56732.923261174365,55413.85659450769,50774.68992784103,39444.62582527692,50035.54167738062,65472.408318645634,19302.165709435038,20290.234547263597,21873.17417980953,19955.961857665585,21542.68776333886,29870.92326117436,35183.02549531198,24647.23355785848,31614.198591771717
95,960,50549.62315685852,52357.03740487963,57964.293094304,59884.37611455705,54880.807458355564,54402.03740487963,48250.92629376852,39205.59609730162,49667.383186345745,63705.72706005205,19029.735817578043,19617.03740487963,20780.864403569016,19729.15861700084,21110.526988212965,29424.266320542283,34094.6513458984,23820.7023263456,30747.406761924773
