0,0,0,0
8.118e-05,7.9234e-05,8.118e-05,7.9234e-05
0.00059761,0.00055855,0.00059759,0.00055853
0.0019793,0.0017585,0.0019787,0.001758
0.0047894,0.0040237,0.004784,0.0040204
0.009648,0.0076534,0.0096235,0.0076399
0.017074,0.012818,0.016997,0.01278
0.027379,0.019544,0.027185,0.019456
0.040625,0.027739,0.040216,0.027568
0.056686,0.037245,0.055922,0.036944
0.075261,0.047844,0.073959,0.047357
0.09594,0.059301,0.093879,0.058558
0.11827,0.071382,0.1152,0.070305
0.14181,0.083871,0.13741,0.082371
0.16611,0.09657,0.16007,0.094553
0.19077,0.10931,0.18275,0.10668
0.21543,0.12197,0.20509,0.11862
0.23981,0.13442,0.22682,0.13025
0.26375,0.14661,0.24768,0.14151
0.28697,0.1585,0.26751,0.15233
0.30945,0.17002,0.2862,0.16269
0.33101,0.1812,0.30371,0.17258
0.35171,0.192,0.32001,0.18201
0.37148,0.20249,0.33514,0.19103
0.39042,0.21267,0.34915,0.19964
0.40854,0.22261,0.3621,0.20791
0.42595,0.23234,0.37411,0.21588
0.44272,0.24193,0.38528,0.22362
0.45897,0.25142,0.39572,0.23118
0.47475,0.26089,0.40555,0.23863
0.49017,0.27037,0.41488,0.24602
0.50533,0.27992,0.42383,0.2534
0.52032,0.28959,0.4325,0.26085
0.53522,0.29942,0.44099,0.26839
0.55011,0.30947,0.4494,0.27609
0.56508,0.31977,0.45778,0.28397
0.58019,0.33034,0.46622,0.29208
0.59396,0.34017,0.4739,0.29964
0.60943,0.35138,0.48256,0.30828
0.6251,0.36284,0.49136,0.31716
0.64096,0.37459,0.50033,0.32628
0.65703,0.3866,0.50945,0.33565
0.67328,0.39888,0.51873,0.34526
0.68968,0.4114,0.52813,0.35509
0.70621,0.42411,0.53764,0.36511
0.72282,0.437,0.54722,0.37531
0.73945,0.45,0.55681,0.38563
0.75605,0.46307,0.56637,0.39603
0.77257,0.47614,0.57585,0.40647
0.78727,0.48785,0.58426,0.41583
0.80337,0.50071,0.59341,0.42615
0.81913,0.51338,0.60231,0.43631
0.83455,0.52582,0.6109,0.44631
0.84961,0.53797,0.61914,0.45605
0.86412,0.54978,0.62698,0.46556
0.87818,0.56119,0.63435,0.47467
0.89166,0.57214,0.64123,0.48347
0.90448,0.5826,0.64756,0.49177
0.9167,0.5925,0.65331,0.49964
0.92816,0.60184,0.65843,0.50702
0.93888,0.61053,0.66293,0.51384
0.9488,0.61856,0.66675,0.52008
0.95789,0.62587,0.66987,0.52569
0.96613,0.63249,0.67232,0.53071
0.97349,0.63835,0.67405,0.53507
0.97997,0.64344,0.67507,0.53874
0.98554,0.64774,0.67539,0.5417
0.9902,0.65129,0.67501,0.54401
0.99396,0.65405,0.67393,0.54562
0.9968,0.65599,0.67218,0.54652
0.99874,0.6572,0.66976,0.54678
0.9998,0.65764,0.66671,0.54637
0.99995,0.65732,0.66303,0.5453
0.99925,0.65626,0.65876,0.54363
0.99769,0.65452,0.65391,0.54135
0.99526,0.65208,0.64853,0.53847
0.99204,0.64896,0.64263,0.53506
0.98801,0.64524,0.63624,0.5311
0.98322,0.64091,0.6294,0.52665
0.97767,0.63599,0.62213,0.52172
0.9714,0.63052,0.61446,0.51635
0.96443,0.62454,0.60643,0.51056
0.95682,0.61808,0.59805,0.5044
0.94857,0.61117,0.58936,0.49788
0.93973,0.60383,0.58039,0.49104
0.93031,0.5961,0.57116,0.48391
0.92036,0.58802,0.5617,0.47651
0.9099,0.57962,0.55204,0.46887
0.89898,0.57092,0.54221,0.46103
0.88761,0.56196,0.53222,0.45301
0.87583,0.55276,0.52211,0.44483
0.86367,0.54335,0.51189,0.43652
0.85117,0.53377,0.50159,0.4281
0.83836,0.52402,0.49123,0.4196
0.82527,0.51414,0.48083,0.41102
0.81192,0.50415,0.4704,0.4024
